Isolate location	Isolate location category	Mapped Ontology Term IRI	Mapped Ontology Term Label
Kazakhstan: Akmolinskyi region	Kazakhstan	http://purl.obolibrary.org/obo/GAZ_00004999	Kazakhstan
Kazakhstan: Almaty Oblast	Kazakhstan	http://purl.obolibrary.org/obo/GAZ_00004999	Kazakhstan
Lithuania: southwestern	Lithuania	http://purl.obolibrary.org/obo/GAZ_00002960	Lithuania
Malaysia: Kedah	Malaysia	http://purl.obolibrary.org/obo/GAZ_00003902	Malaysia
Malaysia: Kedah, Langkawi	Malaysia	http://purl.obolibrary.org/obo/GAZ_00003902	Malaysia
Malaysia: Kuala Perlis	Malaysia	http://purl.obolibrary.org/obo/GAZ_00003902	Malaysia
Malaysia: Pahang State, Gambang	Malaysia	http://purl.obolibrary.org/obo/GAZ_00003902	Malaysia
Malaysia: Pahang State, Kuantan	Malaysia	http://purl.obolibrary.org/obo/GAZ_00003902	Malaysia
Mexico: Colima	Mexico	http://purl.obolibrary.org/obo/GAZ_00002852	Mexico
Mexico: EjidoPaura in Mezquital, Durango	Mexico	http://purl.obolibrary.org/obo/GAZ_00002852	Mexico
Mexico: Morelos, Xochitepec	Mexico	http://purl.obolibrary.org/obo/GAZ_00002852	Mexico
Mexico: Sinaloa	Mexico	http://purl.obolibrary.org/obo/GAZ_00002852	Mexico
Mexico: Tabasco	Mexico	http://purl.obolibrary.org/obo/GAZ_00002852	Mexico
Mexico: Tulip	Mexico	http://purl.obolibrary.org/obo/GAZ_00002852	Mexico
Mexico: Zapotitlan-Puebla, Biosphere Reserve	Mexico	http://purl.obolibrary.org/obo/GAZ_00002852	Mexico
Nepal:Himalaya	Nepal	http://purl.obolibrary.org/obo/GAZ_00004399	Nepal
Netherlands: Utrecht	Netherlands	http://purl.obolibrary.org/obo/GAZ_00001549	Kingdom of the Netherlands
New Caledonia: Port Laguerre	New Caledonia	http://purl.obolibrary.org/obo/GAZ_00005206	New Caledonia
New Caledonia:Port Laguerre	New Caledonia	http://purl.obolibrary.org/obo/GAZ_00005206	New Caledonia
New Zealand: North Island	New Zealand	http://purl.obolibrary.org/obo/GAZ_00000469	New Zealand
New Zealand: South Island	New Zealand	http://purl.obolibrary.org/obo/GAZ_00000469	New Zealand
Nigeria: Ebutte-Meta, Lagos State	Nigeria	http://purl.obolibrary.org/obo/GAZ_00000912	Nigeria
Nigeria: Okobaba Sawmill, Ebutte Meta, Lagos State	Nigeria	http://purl.obolibrary.org/obo/GAZ_00000912	Nigeria
Nigeria: south western Nigeria, Oyo State, Ibadan, waste dumpsite at Awotan Apete	Nigeria	http://purl.obolibrary.org/obo/GAZ_00000912	Nigeria
Oman: Muscat	Oman	http://purl.obolibrary.org/obo/GAZ_00005283	Oman
Pacific Ocean: 4480m at site of WP02-3	Pacific Ocean	http://purl.obolibrary.org/obo/GAZ_00000360	Pacific Ocean
Pacific Ocean: Central	Pacific Ocean	http://purl.obolibrary.org/obo/GAZ_00000360	Pacific Ocean
Pacific Ocean: Eastern	Pacific Ocean	http://purl.obolibrary.org/obo/GAZ_00000360	Pacific Ocean
Pacific Ocean: Northeast Pacific Ocean	Pacific Ocean	http://purl.obolibrary.org/obo/GAZ_00000360	Pacific Ocean
Pacific Ocean: Sea of Okhotsk	Pacific Ocean	http://purl.obolibrary.org/obo/GAZ_00000360	Pacific Ocean
Pacific Ocean: central	Pacific Ocean	http://purl.obolibrary.org/obo/GAZ_00000360	Pacific Ocean
Pacific Ocean:East Pacific Ocean	Pacific Ocean	http://purl.obolibrary.org/obo/GAZ_00000360	Pacific Ocean
Pacific Ocean:West Pacific Ocean	Pacific Ocean	http://purl.obolibrary.org/obo/GAZ_00000360	Pacific Ocean
Pakistan: Abbotabad, North-West Frontier Province	Pakistan	http://purl.obolibrary.org/obo/GAZ_00005246	Pakistan
Pakistan: Himalayan region, Nathia Gali	Pakistan	http://purl.obolibrary.org/obo/GAZ_00005246	Pakistan
Pakistan: Islamabad, Quaid-i-Azam University	Pakistan	http://purl.obolibrary.org/obo/GAZ_00005246	Pakistan
Pakistan: Tirich Mir glaciers Chitral, KP	Pakistan	http://purl.obolibrary.org/obo/GAZ_00005246	Pakistan
Pakistan:Faisalabad	Pakistan	http://purl.obolibrary.org/obo/GAZ_00005246	Pakistan
Pakistan:Punjab	Pakistan	http://purl.obolibrary.org/obo/GAZ_00005246	Pakistan
Panama: Soberania National Park, Pipeline Road	Panama	http://purl.obolibrary.org/obo/GAZ_00002892	Panama
Peru:Province Chachapoyas, City of Magdalena, 2000m a.s.l.	Peru	http://purl.obolibrary.org/obo/GAZ_00002932	Peru
Peru:Province Chachapoyas, Granada village, 3000m a.s.l.	Peru	http://purl.obolibrary.org/obo/GAZ_00002932	Peru
Philippines: La Trinidad, Benguet	Philippines	http://purl.obolibrary.org/obo/GAZ_00004525	The Philippines
Portugal: Azores	Portugal	http://purl.obolibrary.org/obo/GAZ_00002944	Portuguese Republic
Portugal: Coimbra	Portugal	http://purl.obolibrary.org/obo/GAZ_00002944	Portuguese Republic
Puerto Rico: Antenna, Mona	Puerto Rico	http://purl.obolibrary.org/obo/GAZ_00002822	Puerto Rico
Puerto Rico: Cayo Largo	Puerto Rico	http://purl.obolibrary.org/obo/GAZ_00002822	Puerto Rico
Puerto Rico: Cayo Lobos	Puerto Rico	http://purl.obolibrary.org/obo/GAZ_00002822	Puerto Rico
Puerto Rico: Cerezo, Mona	Puerto Rico	http://purl.obolibrary.org/obo/GAZ_00002822	Puerto Rico
Puerto Rico: Culebra	Puerto Rico	http://purl.obolibrary.org/obo/GAZ_00002822	Puerto Rico
Puerto Rico: Culebrita	Puerto Rico	http://purl.obolibrary.org/obo/GAZ_00002822	Puerto Rico
Puerto Rico: Diablo	Puerto Rico	http://purl.obolibrary.org/obo/GAZ_00002822	Puerto Rico
Puerto Rico: Fajardo	Puerto Rico	http://purl.obolibrary.org/obo/GAZ_00002822	Puerto Rico
Puerto Rico: Guamani	Puerto Rico	http://purl.obolibrary.org/obo/GAZ_00002822	Puerto Rico
Puerto Rico: Humacao	Puerto Rico	http://purl.obolibrary.org/obo/GAZ_00002822	Puerto Rico
Puerto Rico: Icacos	Puerto Rico	http://purl.obolibrary.org/obo/GAZ_00002822	Puerto Rico
Puerto Rico: Isla Pineros	Puerto Rico	http://purl.obolibrary.org/obo/GAZ_00002822	Puerto Rico
Puerto Rico: Jobos	Puerto Rico	http://purl.obolibrary.org/obo/GAZ_00002822	Puerto Rico
Puerto Rico: Luis Pena	Puerto Rico	http://purl.obolibrary.org/obo/GAZ_00002822	Puerto Rico
Puerto Rico: Mona	Puerto Rico	http://purl.obolibrary.org/obo/GAZ_00002822	Puerto Rico
Puerto Rico: Palomino	Puerto Rico	http://purl.obolibrary.org/obo/GAZ_00002822	Puerto Rico
Puerto Rico: Vieques	Puerto Rico	http://purl.obolibrary.org/obo/GAZ_00002822	Puerto Rico
Puerto Rico:Cabezas de San Juan	Puerto Rico	http://purl.obolibrary.org/obo/GAZ_00002822	Puerto Rico
Romania: Ursilor Cave	Romania	http://purl.obolibrary.org/obo/GAZ_00002951	Romania
Romania:Meziad Cave, National Park Apuseni Mountains	Romania	http://purl.obolibrary.org/obo/GAZ_00002951	Romania
Romania:Movile cave	Romania	http://purl.obolibrary.org/obo/GAZ_00002951	Romania
Romania:Nerja Cave, Andalusia	Romania	http://purl.obolibrary.org/obo/GAZ_00002951	Romania
Romania:Ursilor cave	Romania	http://purl.obolibrary.org/obo/GAZ_00002951	Romania
Romania:near Movile Cave, Mangalia, Dobrogea	Romania	http://purl.obolibrary.org/obo/GAZ_00002951	Romania
Romania:near Moville Cave, Mangalia	Romania	http://purl.obolibrary.org/obo/GAZ_00002951	Romania
Ross Sea	antarctica	http://purl.obolibrary.org/obo/GAZ_00000462	Antarctica
Russia: 3 km west of Uthoss	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia: Iturup Island	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia: Kiev	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia: Krasnodar Region, excavations in Phanagorii	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia: Leningrad region	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia: Moscow Region	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia: Murmansk region	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia: Shikotan Island	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia: Voronezh Region	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia:Astrachan	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia:Black Sea	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia:Kolymskaya lowland, Chukochaya river mouth	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia:Moscow	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia:Rostov-on-Don	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia:Smolensk	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia:St. Peterburg	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia:Voronej region	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Saudi Arabia: Abha, Asir	Saudi Arabia	http://purl.obolibrary.org/obo/GAZ_00005279	Saudi Arabia
Saudi Arabia: Madinah	Saudi Arabia	http://purl.obolibrary.org/obo/GAZ_00005279	Saudi Arabia
Saudi Arabia: Riyadh	Saudi Arabia	http://purl.obolibrary.org/obo/GAZ_00005279	Saudi Arabia
Saudi Arabia: villages located in Mecca regio	Saudi Arabia	http://purl.obolibrary.org/obo/GAZ_00005279	Saudi Arabia
Saudi Arabia:Al Qurayat	Saudi Arabia	http://purl.obolibrary.org/obo/GAZ_00005279	Saudi Arabia
Slovenia: Provost church, Ljubljana	Slovenia	http://purl.obolibrary.org/obo/GAZ_00002955	Slovenia
Slovenia: Secovlje Saltern	Slovenia	http://purl.obolibrary.org/obo/GAZ_00002955	Slovenia
Slovenia:Notranjska	Slovenia	http://purl.obolibrary.org/obo/GAZ_00002955	Slovenia
South Africa: Deneysville, Vaal River	South Africa	http://purl.obolibrary.org/obo/GAZ_00000553	South Africa
South Africa: Potehefstroon	South Africa	http://purl.obolibrary.org/obo/GAZ_00000553	South Africa
South Africa: St. Helena Bay	South Africa	http://purl.obolibrary.org/obo/GAZ_00000553	South Africa
South Africa: Western Cape	South Africa	http://purl.obolibrary.org/obo/GAZ_00000553	South Africa
South Korea: Chungchugnam-do province	South Korea	http://purl.obolibrary.org/obo/GAZ_00002802	South Korea
South Korea: Dadaepo Beach	South Korea	http://purl.obolibrary.org/obo/GAZ_00002802	South Korea
South Korea: Daegu City, Duribong tunnel	South Korea	http://purl.obolibrary.org/obo/GAZ_00002802	South Korea
South Korea: Jeju	South Korea	http://purl.obolibrary.org/obo/GAZ_00002802	South Korea
South Korea: Jeju Island	South Korea	http://purl.obolibrary.org/obo/GAZ_00002802	South Korea
South Korea: Jeju island	South Korea	http://purl.obolibrary.org/obo/GAZ_00002802	South Korea
South Korea: Miryang, National Institute of Crop Science	South Korea	http://purl.obolibrary.org/obo/GAZ_00002802	South Korea
South Korea: Namhae	South Korea	http://purl.obolibrary.org/obo/GAZ_00002802	South Korea
South Korea: Seoul, Bukhan Mountain	South Korea	http://purl.obolibrary.org/obo/GAZ_00002802	South Korea
South Korea: South Coast, Namhae	South Korea	http://purl.obolibrary.org/obo/GAZ_00002802	South Korea
South Korea: Wan Island	South Korea	http://purl.obolibrary.org/obo/GAZ_00002802	South Korea
South Korea: Yeoju	South Korea	http://purl.obolibrary.org/obo/GAZ_00002802	South Korea
South Korea:Yellow Sea	South Korea	http://purl.obolibrary.org/obo/GAZ_00002802	South Korea
Spain: Albacete	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain: Alicante	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain: Canary Islands	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain: Castilla La Mancha region	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain: Ciudad Real, Membrilla	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain: Covalanas and La Haza (Cantabria)	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain: Guadalajara, Tortuero	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain: Mediterranean Sea	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain: Tinajo, Lanzarote, Canary Islands	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain: Valladolid	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain:Altamira Cave	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain:Andalusia, Nerja Cave	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain:Barcelona	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain:Caceres, Castanar de Ibor Cave	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain:Castanar Ibor cave	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain:Castanar de Ibor Cave (Caceres)	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain:Extremadura	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain:Jaen	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain:Malaga	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain:Nerja Cave, Andalusia	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain:Salamanca	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain:Tarragona	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Spain:near Cueva de Dona Trinidad, Ardales, Andalucia	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Sri Lanka: Kerudavil	Sri Lanka	http://purl.obolibrary.org/obo/GAZ_00003924	Sri Lanka
Sri Lanka:Kandi District	Sri Lanka	http://purl.obolibrary.org/obo/GAZ_00003924	Sri Lanka
Sri Lanka:Kandy District, Kandy	Sri Lanka	http://purl.obolibrary.org/obo/GAZ_00003924	Sri Lanka
Sudan: Khartoum, Khartoum University Botany Department	Sudan	http://purl.obolibrary.org/obo/GAZ_00000560	Sudan
Sweden: Bispgaarden	Sweden	http://purl.obolibrary.org/obo/GAZ_00002729	Sweden
Switzerland:Hofstetten near Basle, Swiss Canopy Crane	Switzerland	http://purl.obolibrary.org/obo/GAZ_00002941	Switzerland
Syria: southern region	Syria	http://purl.obolibrary.org/obo/GAZ_00002474	Syria
Taiwan: I-lan, Fu-shan	Taiwan	http://purl.obolibrary.org/obo/GAZ_00004601	Taiwan
Taiwan:Taichung city	Taiwan	http://purl.obolibrary.org/obo/GAZ_00004601	Taiwan
Thailand: Andaman Sea and Gulf of Thailand	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
Thailand: Chiang Mai	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
Thailand: Khon Kaen Province	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
Thailand: Rajjaprabha Dam, Surat, Thani	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
Thailand: Teak forest	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
Thailand: natural forest located at the Queen Sirikit Botanic Garden, Mae-Rim district, Chiang Mai	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
Thailand: southern Thailand, Gulf of Thailand and Andaman Sea	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
Trinidad and Tobago:Tunapuna	Trinidad and Tobago	http://purl.obolibrary.org/obo/GAZ_00003767	Trinidad and Tobago
Tunisia: Sebkha El-Melah	Tunisia	http://purl.obolibrary.org/obo/GAZ_00000562	Tunisia
Turkey: Balya, Balikesir	Turkey	http://purl.obolibrary.org/obo/GAZ_00000558	Turkey
Turkey: Can, Canakkale	Turkey	http://purl.obolibrary.org/obo/GAZ_00000558	Turkey
Turkey: Istanbul	Turkey	http://purl.obolibrary.org/obo/GAZ_00000558	Turkey
Turkey: Izmir, Bornova	Turkey	http://purl.obolibrary.org/obo/GAZ_00000558	Turkey
USA: 16 km north of Rawlins, Wyoming	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: 20 km east of Little America, Wyoming	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: 8 km east of Portal, Arizona	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Alabama	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Antler Ridge Property, Missoula, MT	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Bartlett Experimental Forest, Bartlett, NH	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Bastrop, Texas	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Bull Creek Park, Texas	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: CT	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Carlsbad, New Mexico	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: City of Durham Compost Facility, NC	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Connecticut	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: District of Columbia	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Hawaii	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Hawaii, Kuaunai	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Hilo, HI	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Hornsby Bend Environmental Research Center, Texas	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Idaho, Minidoka Co.	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Indiana	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Kartchner Caverns, Benson, Arizona	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Kuli'ou'ou Beach Park in Hawaii Kai, Oahu, Hawaii	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: MS, Hinds County	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: MS, Leake County	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: MS, Madison County	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Nebraska	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: New Jersey	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: New Mexico	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: New Orleans, Lakeview area	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Oahu, Hawaii	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Ogden, Utah	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Okefenokee National Wildlife Refuge, Ware County, Georgia	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Oklahoma, Great Salt Plains	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Oklahoma, near Buffalo Valley, Cedar Creek	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Orange Co., NC	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Peoria, Illinois	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Pine Flat, Tulane County, California	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Puerto Rico, Cabo Rojo	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Socorro County, Seviletta Natl. Wildlife Refuge, New Mexico	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: South Carolina	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: South Florida, Crab Cove	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Starr Valley, Wyoming	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Stengl Biology Station, Texas	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
