Isolate location	Isolate location category	Mapped Ontology Term IRI	Mapped Ontology Term Label
Czech Republic:Lazne Belohrad	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Liberec	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Louny	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Markovicky near Kutna Hora	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Melnik	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Moravian Karst	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Most	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Most brown lignite district	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:National Nature Monument Jecmeniste	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:National Nature Monument U Kaplicky, Hosteradice	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:National Reservation Pouzdranska step Kolby	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Nymburk	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Olomouc	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Ostrava	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Pardubice	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Plzen	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Poibram	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Polanka	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Pribram	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Ralsko	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Ricany	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Velke Losiny	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Western Bohemia, National Natural Reserve So	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Western Bohemia, National Natural Reserve Soos	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:Zlin	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:gallery in the quarry Mala	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Czech Republic:gallery in the quarry Mala Amerika	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Denmark: Farum	Denmark	http://purl.obolibrary.org/obo/GAZ_00002635	Kingdom of Denmark
Denmark: Lyngby	Denmark	http://purl.obolibrary.org/obo/GAZ_00002635	Kingdom of Denmark
Denmark: Sealand	Denmark	http://purl.obolibrary.org/obo/GAZ_00002635	Kingdom of Denmark
Egypt: 40 km from Cairo	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt: Assiut Governorate, Sahel-Saleem city	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt: Assiut, Sahel-Saleem	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt: Beni Suef, New Beni Suef city	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt: Damietta	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt: El Mahala El Koubra	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt: Giza	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt: Hurghada	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt: Kafr El Dawar	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt: Minufyia	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt: Rass Sedr	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt: Saint Katherine protectorate	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt: Shoubria	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt: Suez Canal, 30 km N of Port Said, Sinai Peninsula	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt: Zagazig City, Al-Sharqia Province	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt: Zagazig University, Zagazig, Al-Sharqia Province	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt:Beheira	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt:Beni Suef	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt:Gharbia	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt:Giza	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt:Kafr el-Sheikh' 2013 El sayed Shaban & S. Abdel Ghany	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Egypt:Monufia	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Ethiopia: Addis Abeba	Ethiopia	http://purl.obolibrary.org/obo/GAZ_00000567	Ethiopia
Finland: Oulu	Finland	http://purl.obolibrary.org/obo/GAZ_00002937	Finland
Finland:central Finland	Finland	http://purl.obolibrary.org/obo/GAZ_00002937	Finland
France: Guadeloupe	France	http://purl.obolibrary.org/obo/GAZ_00002940	French Republic
France:Europa Island	France	http://purl.obolibrary.org/obo/GAZ_00002940	French Republic
France:Montignac, Lascaux Cave	France	http://purl.obolibrary.org/obo/GAZ_00002940	French Republic
Germany: Berchtesgaden	Germany	http://purl.obolibrary.org/obo/GAZ_00002646	Germany
Germany: Giessen	Germany	http://purl.obolibrary.org/obo/GAZ_00002646	Germany
Germany: Kiel	Germany	http://purl.obolibrary.org/obo/GAZ_00002646	Germany
Germany:Berlin	Germany	http://purl.obolibrary.org/obo/GAZ_00002646	Germany
Germany:Braunschweig	Germany	http://purl.obolibrary.org/obo/GAZ_00002646	Germany
Germany:City of Greifswald, nature conservation area Elisenhain	Germany	http://purl.obolibrary.org/obo/GAZ_00002646	Germany
Germany:Dortmund, Rombergpark	Germany	http://purl.obolibrary.org/obo/GAZ_00002646	Germany
Germany:Hesse: Kranichsteiner Wald	Germany	http://purl.obolibrary.org/obo/GAZ_00002646	Germany
Germany:Mecklenburg-Western Pomerania, Greifswald, nature conservation area Elisenhain	Germany	http://purl.obolibrary.org/obo/GAZ_00002646	Germany
Germany:North Sea around the island of Helgoland	Germany	http://purl.obolibrary.org/obo/GAZ_00002646	Germany
Germany:Rostock	Germany	http://purl.obolibrary.org/obo/GAZ_00002646	Germany
Germany:Weissagker Berg near Cottbus, Lusatian brown lignite district	Germany	http://purl.obolibrary.org/obo/GAZ_00002646	Germany
Greece: Lesvos, Mytilini beach	Greece	http://purl.obolibrary.org/obo/GAZ_00002945	Greece
Greenland: Fortune Bay, Disco Island	Greenland	http://purl.obolibrary.org/obo/GAZ_00001507	Greenland
Hungary: Bugac	Hungary	http://purl.obolibrary.org/obo/GAZ_00002952	Hungary
Hungary: Fulophaza	Hungary	http://purl.obolibrary.org/obo/GAZ_00002952	Hungary
Hungary: Tatarszentgyorgy	Hungary	http://purl.obolibrary.org/obo/GAZ_00002952	Hungary
India: Ahmedabad	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Ajivali Sacred Grove	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Allepey district, Kerala	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Amirthi Forest Area, Vellore, Tamil Nadu	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Amlakhadi, Bharuch, Gujrat	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Andaman Isiands	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Andhra Pradesh	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Andhra Pradesh state	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Andhra Pradesh, Nandyal	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Andhra Pradesh, Srisailam	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Andhra Prdesh state	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Assam, Jorhat district	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Atri	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Baghmara Reserve Forest, Meghalaya	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Balpakram National Park, Meghalaya	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Bangalore, IISc	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Bani, Kathua district of Jammu	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Baramulla	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Bay of Bengal	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Benakoppa, Karnataka	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Bengali fish market	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Bijender Singh	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Borabanda vegetable market	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: CSIR, Pappanamcode	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Chamarajpet, Bangalore, Karnataka	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Chamba District, Himachal Pradesh	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Chambal Ravines, Baba devpur, Dist. Morena, Madhya Pradesh	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Chamblyal	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Chandigarh	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Chetalli, Madikeri District, Karnataka State	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Chikmangalur, Karnataka State	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Churachandpur	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Coimbatore	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Coimbatore, Tamil Nadu	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Coorg	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Cuttack, Odisha	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Deulajhari	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Dhule, Maharastra State	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Digha, West Bengal	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Gangavati, Karnataka	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Goa Coast, Dona Paula, Goa	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Gujarat, Gandhinagar	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Gujarat, Khambhat	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Gujarat, Rajkot	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Gujarat, Rann of Kutch	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Gulbarga	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Gulbarga District, Karnataka	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Gulbarga University Gulbarga, Karnataka	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Haldia in the East Midnapore district of West Bengal	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Herbal Garden, Jamia Hamdard, New Delhi	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Herur, Karnataka	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Hooli, Karnataka	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Imphal east	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Jammu	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Jammu, Shiwalik	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Kakching	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Kakinada, Andra Pradesh	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Karnataka	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Karnataka state	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Karur	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Kaziranga National Park, Assam	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Keinou	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Kolli Hill, Namakkal, Tamil Nadu	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Koyambedu, Chennai	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Kozhikode City, Kerala	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Kozhikode, Kerala	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Leh	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Leh, Jammu and Kashmir	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: M.M. Hills, Chamarajanagar District, Karnataka State	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Madurai, Tamil Nadu	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Maharashtra	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Maharashtra state	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Mandovi estuaries, Goa	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Mandya	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Manikaran	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Manipur	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Marali, Karnataka	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Meerut, Uttar Pradesh	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Meghalaya	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Monimala Mondal from Gangetic plain, Hooghly West Bengal	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Muthupettai, Tamil Nadu	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Mysore	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Nandurbar, Maharashtra, Toranmal Forest	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Nilliampathy	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: North Bay, Andaman island	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: North Bengal ,Saal Bagan	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Odisha, Keonjhar	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Patna, Bihar	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Puliyettummal, Malappuram, Kerala	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Puliyettummal, Malappuram, Kerala.	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Pune	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Punjab	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Punjab, Jalandhar	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Rajasthan state	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Rajasthan, Jagatpura, Jaipur	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Rajasthan, Jodhpur, Central Research Farm of Central Arid Zone Research Institute	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Ranchi	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Rannebenur, Karnataka State	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Rohtak, Haryana	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Rohtang Pass, Himachal Pradesh	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Rowa Wildlife Sanctuary, Tripura	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Saharanpur	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Sallamangalam, Tamilnadu	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Shivalik Region	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Shiwalik	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Solan	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Sulthanbatheri, Kerala State	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Talasari, Odisah	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Talcauvery, Madikeri District, Karnataka	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Tamil Nadu state	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Tamil Nadu, Madurai, Pudukottai, Nagamalai	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Tamil Nadu, northern part of Vellore city, Katpadi	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Tamilnadu, Chennai	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Tamilnadu, Virudhunagar	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Tenali fields, Andra Pradesh	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Thamlakkhuren village	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Thanjavur	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Thanjavur, Tamilnadu	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Thondi, Palk Strait	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Tiruchengode, Tamil Nadu	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Tirupati	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Tirupati, Andhra Pradesh	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Tura Reserve Forest, Meghalaya	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Tuticorin District, Tamilnadu	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Uttara Khand	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Vaddarhatti, Karnataka	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Varangode, Malappuram, Kerala	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Vellar Estuary, Parangipettai, Tamil Nadu	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Vellore, Tamilnadu	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Virdhunagar Dist.	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Wabagai	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Wayanad, Kerala State	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: West Bengal, Kolkata, Ghusighata	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Western Ghats	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Western Ghats, Agumbe, Karnataka	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Western Ghats, South India	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: Wise Park Industrial Area, Kanjikode, Palakkad	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: coastal region of Orissa	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: near Erode, TN	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: northeastern Karnataka	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India: oceanic soil, Pondicherry	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India:Eastern Ladakh	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India:Karnataka	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India:Manipur, Impahal forest	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India:Sagar, Madhya Pradesh	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India:Solapur, Solapur	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
India:Varanasi district	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
Indian Ocean: Southwest Indian Ocean	Indian Ocean	http://purl.obolibrary.org/obo/GAZ_00000372	Indian Ocean
Indonesia: Central Kalimantan,Palangkaraya	Indonesia	http://purl.obolibrary.org/obo/GAZ_00003727	Indonesia
Indonesia: Java, Buitenzorg	Indonesia	http://purl.obolibrary.org/obo/GAZ_00003727	Indonesia
Indonesia: Padang Halaban, North Sumatra	Indonesia	http://purl.obolibrary.org/obo/GAZ_00003727	Indonesia
Indonesia: Parung, Bogor, West Java, elevation 110 m asl	Indonesia	http://purl.obolibrary.org/obo/GAZ_00003727	Indonesia
Indonesia: West Java	Indonesia	http://purl.obolibrary.org/obo/GAZ_00003727	Indonesia
Indonesia:South Sumatra	Indonesia	http://purl.obolibrary.org/obo/GAZ_00003727	Indonesia
Indonesia:West Java	Indonesia	http://purl.obolibrary.org/obo/GAZ_00003727	Indonesia
Iran: Kashmar	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Iran: Mazandaran, Noshahr	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Iran: Urmia Saline Lake	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Ireland: Gurraig Sound, Galway	Ireland	http://purl.obolibrary.org/obo/GAZ_00004018	Ireland
Ireland: Phoenix Park, Dublin	Ireland	http://purl.obolibrary.org/obo/GAZ_00004018	Ireland
Italy: Apulia	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: Castel Gandolfo, Rome	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: Crypt, Capuchin friars in Rome	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: Florence	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: Latium	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: Lazio	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: Piedmont, Torino	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: Rome, British Institute's library	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: Rome, Corte Costituzionale's library	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: Rome, Pio Pontificio Latino-Americano's library	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: Rome, Vaticano's library	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: Sacco River, Latium	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: Sacco River, Latium region	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: Sicily, Marine Protected Area Isole Pelagie, Linosa (AG)	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: Tarquinia, Necropoli of Monterozzi	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: Trentino	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: Varese	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: Veneranda Biblioteca Ambrosiana, Milan	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: crypt of the Capuchin friars, Rome	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: the Crypt, Rome	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy:Apulia	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy:Apulia, Brindisi	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy:Milan, Richini's courtyard of Ca'Granda	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy:Puglia	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy:Sardinia, Berchidda, OT	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Japan: Chiba	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan: Chiba, Chosei	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan: Chiba, Matsudo, Faculty of horticulture, Chiba University	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan: Hokkaido, Mt. Rishiri	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan: Ibaraki, Tsukuba	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan: Kyoto	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan: Mie	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan: Miyagi, Mt. Zao	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan: Nehira	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan: Okinawa, Okinawa island, Seragaki Beach	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan: Okinawa, Okinawa-island, Seragaki beach	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan: Suruga Bay, off Fujikawa	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan: Tamba Prov.	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Aomori, Hirosaki	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Chiba, Chosei	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Chiba,Chiba University hospital	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Ehime, Iyo, Marutomo co., ltd	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Fukushima, Mt. Higashi-Azuma	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Hiroshima, Akitsu	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Hokkaido, Kushiro	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Iwate, Mt. Hachimantai	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Iwate, Mt. Hayachine	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Kyoto, Higashiyama-ku, Mt. Kohdaiji	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Kyoto, Sakyo-ku, Oiwake-cho	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Miyagi, Mt. Zao	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Nara	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Niigata, Mt. Myoko	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Niigata, Mt. Naeba	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Sagami Bay, off Hatsushima	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Saitama-ken, Kasukabe-shi, Nishikananoi	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Tsukuba	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Yamanashi	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
