Isolate host	Isolate host category	Mapped Ontology Term IRI	Mapped Ontology Term Label
Aotus sp.	monkey	http://purl.obolibrary.org/obo/NCBITaxon_231953	Aotus sp.
ape (marmoset)	monkey		
Ateles belzebuth (white-fronted spider monkey)	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9507	Ateles belzebuth
Ateles chamek	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9506	Ateles
Ateles fusciceps (black-headed spider monkey)	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9508	Ateles fusciceps
baboon	monkey		
Barbary macaque	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9546	Macaca sylvanus
black and white colobus monkey	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9570	Colobus
black-and-white colobus monkey	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9570	Colobus
Callicebus brunneus	monkey	http://purl.obolibrary.org/obo/NCBITaxon_221704	Callicebus brunneus
Callicebus caligatus	monkey	http://purl.obolibrary.org/obo/NCBITaxon_867332	Callicebus caligatus
Callicebus dubius	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9522	Callicebus
Callithrix jacchus	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9483	Callithrix jacchus
Callithrix pygmaea	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9493	Callithrix pygmaea
Cebus albifrons	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9514	Cebus albifrons
Cebus apella	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9515	Cebus apella
Cercocebus atys	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9531	Cercocebus atys
cercopithecoid	monkey		
Cercopithecus cephus	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9535	Cercopithecus cephus
Cercopithecus hamlyni	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9536	Cercopithecus hamlyni
Cercopithecus neglectus	monkey	http://purl.obolibrary.org/obo/NCBITaxon_36227	Cercopithecus neglectus
Cercopithecus nictitans	monkey	http://purl.obolibrary.org/obo/NCBITaxon_36228	Cercopithecus nictitans
Cercopithecus sp.	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9533	Cercopithecus
Chiropotes albinasus	monkey	http://purl.obolibrary.org/obo/NCBITaxon_198627	Chiropotes albinasus
Colobus angolensis	monkey	http://purl.obolibrary.org/obo/NCBITaxon_54131	Colobus angolensis
Colobus guereza (mantled guereza)	monkey	http://purl.obolibrary.org/obo/NCBITaxon_33548	Colobus guereza
Colobus guereza kikuyuensis	monkey	http://purl.obolibrary.org/obo/NCBITaxon_33548	Colobus guereza
Erythrocebus patas	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9538	Erythrocebus patas
Lagothrix cana cana	monkey	http://purl.obolibrary.org/obo/NCBITaxon_767357	Lagothrix cana
Lagothrix lagotricha	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9519	Lagothrix lagotricha
leaf monkey	monkey		
Leontopithecus chrysomelas (golden headed lion tamarin)	monkey	http://purl.obolibrary.org/obo/NCBITaxon_57374	Leontopithecus chrysomelas
Macaca cyclopis	monkey	http://purl.obolibrary.org/obo/NCBITaxon_78449	Macaca cyclopis
Macaca fascicularis	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9541	Macaca fascicularis
Macaca fuscata	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9542	Macaca fuscata
Macaca fuscata (Monkey)	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9542	Macaca fuscata
Macaca mulata	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9539	Macaca
Macaca mulatta	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9544	Macaca mulatta
Macaca nemestrina	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9545	Macaca nemestrina
Macaca nigra	monkey	http://purl.obolibrary.org/obo/NCBITaxon_54600	Macaca nigra
Macaca silenus	monkey	http://purl.obolibrary.org/obo/NCBITaxon_54601	Macaca silenus
Macaca sinica sinica	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9552	Macaca sinica
Macaca sp.	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9549	Macaca sp.
Macaca sylvanus	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9546	Macaca sylvanus
macaque	monkey		
macaque, Macaca sp.	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9549	Macaca sp.
mandrill	monkey		
Mandrillus leucophaeus	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9568	Mandrillus leucophaeus
Mandrillus sphinx	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9561	Mandrillus sphinx
marmoset	monkey		
Monkey	monkey		
Monkey, Red-Handed Howler 	monkey		
Papio cynocephalus	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9556	Papio cynocephalus
Papio hamadryas (Hamadryas baboon)	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9557	Papio hamadryas
Papio sp.	monkey	http://purl.obolibrary.org/obo/NCBITaxon_61183	Papio sp.
Pithecia irrorata	monkey	http://purl.obolibrary.org/obo/NCBITaxon_30598	Pithecia irrorata
Pithecia pithecia	monkey	http://purl.obolibrary.org/obo/NCBITaxon_43777	Pithecia pithecia
red colobus monkey	monkey	http://purl.obolibrary.org/obo/NCBITaxon_164648	Piliocolobus badius
red tailed guenon	monkey		
rhesus macaque	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9544	Macaca mulatta
Saguinus bicolor	monkey	http://purl.obolibrary.org/obo/NCBITaxon_37588	Saguinus bicolor
Saguinus fuscicollis	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9487	Saguinus fuscicollis
Saguinus labiatus	monkey	http://purl.obolibrary.org/obo/NCBITaxon_78454	Saguinus labiatus
Saguinus midas	monkey	http://purl.obolibrary.org/obo/NCBITaxon_30586	Saguinus midas
Saguinus oedipus	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9490	Saguinus oedipus
saimiri	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9520	Saimiri
Saimiri boliviensis (black-capped squirrel monkey)	monkey	http://purl.obolibrary.org/obo/NCBITaxon_27679	Saimiri boliviensis
Saimiri peruviensis	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9520	Saimiri
Saimiri sciureus	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9521	Saimiri sciureus
Saimiri sciureus peruviensis	monkey	http://purl.obolibrary.org/obo/NCBITaxon_9521	Saimiri sciureus
Saimiri ustus	monkey	http://purl.obolibrary.org/obo/NCBITaxon_66265	Saimiri ustus
Sapajus apella	monkey		
Semnopithecus entellus	monkey	http://purl.obolibrary.org/obo/NCBITaxon_88029	Semnopithecus entellus
Semnopithecus entellus thersites	monkey	http://purl.obolibrary.org/obo/NCBITaxon_88029	Semnopithecus entellus
Trachypithecus auratus	monkey	http://purl.obolibrary.org/obo/NCBITaxon_222416	Trachypithecus auratus
Trachypithecus auratus (Javan lutung)	monkey	http://purl.obolibrary.org/obo/NCBITaxon_222416	Trachypithecus auratus
Trachypithecus auratus auratus (Eastern Javan langur)	monkey		
Trachypithecus francoisi	monkey	http://purl.obolibrary.org/obo/NCBITaxon_54180	Trachypithecus francoisi
Trachypithecus phayrei	monkey	http://purl.obolibrary.org/obo/NCBITaxon_61618	Trachypithecus phayrei
Trachypithecus sp.	monkey	http://purl.obolibrary.org/obo/NCBITaxon_580599	Trachypithecus sp.
Trachypithecus vetulus philbricki	monkey	http://purl.obolibrary.org/obo/NCBITaxon_54137	Trachypithecus vetulus
Alces alces	moose	http://purl.obolibrary.org/obo/NCBITaxon_9852	Alces alces
Alces alces (intermediate host)	moose	http://purl.obolibrary.org/obo/NCBITaxon_9852	Alces alces
Aedes aegypti	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7159	Aedes aegypti
Aedes albopictus	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7160	Aedes albopictus
Aedes esoensis with blood-meal of Cervus nippon yesoensis	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_373843	Aedes esoensis
Aedes vexans	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7163	Aedes vexans
Aedes vexans ATCC 30268	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7163	Aedes vexans
Anopheles cracens	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_123217	Anopheles cracens
Anopheles funestus	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_62324	Anopheles funestus
Anopheles gabonensis	mosquito		
Anopheles hackeri	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7164	Anopheles
Anopheles moucheti	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_186751	Anopheles moucheti
Anopheles stephensi	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_30069	Anopheles stephensi
Anopheles vinckei	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7164	Anopheles
Coquillettidia aurites	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_653291	Coquillettidia aurites
Coquillettidia pseudoconopas	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_329110	Coquillettidia
Coquillettidia spp.	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_329110	Coquillettidia
Culex annulioris	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_667566	Culex annulioris
Culex fuscanus	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7174	Culex
Culex guiarti	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7174	Culex
Culex modestus	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_545656	Culex modestus
Culex molestus	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7174	Culex
Culex neavei	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7174	Culex
Culex nigropunctatus	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_308723	Culex nigropunctatus
Culex perexiguus	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7174	Culex
Culex perfidiosus	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7174	Culex
Culex pipiens	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7175	Culex pipiens
Culex pipiens (mosquito)	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7175	Culex pipiens
Culex pipiens group	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7175	Culex pipiens
Culex pipiens pallens	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7175	Culex pipiens
Culex pipiens pipiens f. molestus	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7175	Culex pipiens
Culex pipiens quinquefasciatus	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7175	Culex pipiens
Culex poicilipes	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7174	Culex
Culex restuans	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_38742	Culex restuans
Culex sasai with blood-meal of Corvus macrorhynchos	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_1131598	Culex sasai
Culex sasai with blood-meal of Parus major	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_1131598	Culex sasai
Culex sp. (mosquito)	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7174	Culex
Culex tarsalis	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7177	Culex tarsalis
Culex theileri (mosquito)	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_561267	Culex theileri
Culex vorax	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7174	Culex
Culiseta annulata (mosquito)	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_332058	Culiseta annulata
Mansonia uniformis	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_308735	Mansonia uniformis
Mosquito (Culex pipiens)	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_7175	Culex pipiens
Ochlerotatus caspius	mosquito	http://purl.obolibrary.org/obo/NCBITaxon_120870	Ochlerotatus caspius
Antheraea pernyi	moth	http://purl.obolibrary.org/obo/NCBITaxon_7119	Antheraea pernyi
Antheraea pernyi Guerin-Meneville	moth	http://purl.obolibrary.org/obo/NCBITaxon_7119	Antheraea pernyi
Calospilos suspecta	moth	http://purl.obolibrary.org/obo/NCBITaxon_393334	Abraxas
Choristoneura conflictana	moth	http://purl.obolibrary.org/obo/NCBITaxon_308442	Choristoneura conflictana
Choristoneura fumiferana	moth	http://purl.obolibrary.org/obo/NCBITaxon_7141	Choristoneura fumiferana
Choristoneura occidentalis	moth	http://purl.obolibrary.org/obo/NCBITaxon_27541	Choristoneura occidentalis
Choristoneura pinus pinus	moth	http://purl.obolibrary.org/obo/NCBITaxon_27542	Choristoneura pinus
Cnaphalocrocis medinalis	moth	http://purl.obolibrary.org/obo/NCBITaxon_437488	Cnaphalocrocis medinalis
Conistra vaccinii	moth	http://purl.obolibrary.org/obo/NCBITaxon_706635	Conistra vaccinii
Cydia pomonella	moth	http://purl.obolibrary.org/obo/NCBITaxon_82600	Cydia pomonella
Euproctis chrysorrhoea	moth	http://purl.obolibrary.org/obo/NCBITaxon_987934	Euproctis chrysorrhoea
Hyblaea puera (teak moth)	moth	http://purl.obolibrary.org/obo/NCBITaxon_268502	Hyblaea puera
Lymantria dispar	moth	http://purl.obolibrary.org/obo/NCBITaxon_13123	Lymantria dispar
Malacosoma disstria	moth	http://purl.obolibrary.org/obo/NCBITaxon_40071	Malacosoma disstria
Operophtera brumata	moth	http://purl.obolibrary.org/obo/NCBITaxon_104452	Operophtera brumata
Ostrinia furnacalis	moth	http://purl.obolibrary.org/obo/NCBITaxon_93504	Ostrinia furnacalis
Plutella xylostae	moth	http://purl.obolibrary.org/obo/NCBITaxon_51654	Plutella
Plutella xylostea	moth	http://purl.obolibrary.org/obo/NCBITaxon_51654	Plutella
Samia cynthia ricini	moth	http://purl.obolibrary.org/obo/NCBITaxon_63990	Samia ricini
Spodoptera exigua	moth	http://purl.obolibrary.org/obo/NCBITaxon_7107	Spodoptera exigua
Spodoptera litura	moth	http://purl.obolibrary.org/obo/NCBITaxon_69820	Spodoptera litura
Trichoplusia ni	moth	http://purl.obolibrary.org/obo/NCBITaxon_7111	Trichoplusia ni
Tyria jacobaeae	moth	http://purl.obolibrary.org/obo/NCBITaxon_179666	Tyria jacobaeae
Acomys dimidiatus	mouse	http://purl.obolibrary.org/obo/NCBITaxon_60744	Acomys dimidiatus
Acomys sp.	mouse	http://purl.obolibrary.org/obo/NCBITaxon_60743	Acomys sp.
Apodemus agrarius	mouse	http://purl.obolibrary.org/obo/NCBITaxon_39030	Apodemus agrarius
Apodemus chevrieri	mouse	http://purl.obolibrary.org/obo/NCBITaxon_129246	Apodemus chevrieri
Apodemus flavicollis	mouse	http://purl.obolibrary.org/obo/NCBITaxon_54292	Apodemus flavicollis
Apodemus flavicollis; AB164	mouse	http://purl.obolibrary.org/obo/NCBITaxon_54292	Apodemus flavicollis
Apodemus peninsulae	mouse	http://purl.obolibrary.org/obo/NCBITaxon_105297	Apodemus peninsulae
Apodemus speciosus	mouse	http://purl.obolibrary.org/obo/NCBITaxon_105296	Apodemus speciosus
Apodemus speciosus speciosus	mouse	http://purl.obolibrary.org/obo/NCBITaxon_105296	Apodemus speciosus
Apodemus sylvaticus	mouse	http://purl.obolibrary.org/obo/NCBITaxon_10129	Apodemus sylvaticus
deer mouse	mouse	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus
domestic mouse	mouse	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus
house mouse	mouse	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus
laboratory mouse	mouse	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus
Mastomys erythroleucus	mouse	http://purl.obolibrary.org/obo/NCBITaxon_41268	Mastomys erythroleucus
Mastomys natalensis	mouse	http://purl.obolibrary.org/obo/NCBITaxon_10112	Mastomys natalensis
Moue, White-Footed	mouse		
Mouse	mouse	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus
Mus musculus	mouse	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus
Mus musculus domesticus	mouse	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus
Mus pahari	mouse	http://purl.obolibrary.org/obo/NCBITaxon_10093	Mus pahari
Neotomys sp.	mouse	http://purl.obolibrary.org/obo/NCBITaxon_1007657	Neotomys
Phyllotis osilae	mouse	http://purl.obolibrary.org/obo/NCBITaxon_59939	Phyllotis osilae
Praomys tullbergi	mouse	http://purl.obolibrary.org/obo/NCBITaxon_209869	Praomys tullbergi
Pseudomys albocinereus	mouse	http://purl.obolibrary.org/obo/NCBITaxon_442603	Pseudomys albocinereus
Muskrat	muskrat		
mussel (Mytilus)	mussel	http://purl.obolibrary.org/obo/NCBITaxon_6548	Mytilus
Mytilus edulis	mussel	http://purl.obolibrary.org/obo/NCBITaxon_6550	Mytilus edulis
Caenorhabditis briggsae	Nematodes	http://purl.obolibrary.org/obo/NCBITaxon_6238	Caenorhabditis briggsae
Caenorhabditis elegans	Nematodes	http://purl.obolibrary.org/obo/NCBITaxon_6239	Caenorhabditis elegans
Pleurodeles waltl	newt	http://purl.obolibrary.org/obo/NCBITaxon_8319	Pleurodeles waltl
Pongo pygmaeus	orangutan	http://purl.obolibrary.org/obo/NCBITaxon_9600	Pongo pygmaeus
Pongo pygmaeus (orangutan)	orangutan	http://purl.obolibrary.org/obo/NCBITaxon_9600	Pongo pygmaeus
ostrich (Struthio camelus)	ostrich	http://purl.obolibrary.org/obo/NCBITaxon_8801	Struthio camelus
Struthio camelus	ostrich	http://purl.obolibrary.org/obo/NCBITaxon_8801	Struthio camelus
Acanthiza katherina	other bird	http://purl.obolibrary.org/obo/NCBITaxon_117190	Acanthiza katherina
Acathocephala femorata ATCC 30251	other bird		
Accipiter badius (shikra)	other bird	http://purl.obolibrary.org/obo/NCBITaxon_387787	Accipiter badius
Accipiter cooperii	other bird	http://purl.obolibrary.org/obo/NCBITaxon_261198	Accipiter cooperii
Accipiter fasciatus	other bird	http://purl.obolibrary.org/obo/NCBITaxon_8956	Accipiter
Accipiter gentilis	other bird	http://purl.obolibrary.org/obo/NCBITaxon_8957	Accipiter gentilis
Accipiter gentilis gentilis	other bird	http://purl.obolibrary.org/obo/NCBITaxon_8957	Accipiter gentilis
Accipiter nisus	other bird	http://purl.obolibrary.org/obo/NCBITaxon_211598	Accipiter nisus
Accipiter nisus (sparrowhawk)	other bird	http://purl.obolibrary.org/obo/NCBITaxon_211598	Accipiter nisus
Accipiter soloensis	other bird	http://purl.obolibrary.org/obo/NCBITaxon_387806	Accipiter soloensis
Accipiter sp.	other bird	http://purl.obolibrary.org/obo/NCBITaxon_8956	Accipiter
Accipiter striatus	other bird	http://purl.obolibrary.org/obo/NCBITaxon_56330	Accipiter striatus
Accipiter tachiro	other bird	http://purl.obolibrary.org/obo/NCBITaxon_387808	Accipiter tachiro
Acridotheres tristis	other bird	http://purl.obolibrary.org/obo/NCBITaxon_279927	Acridotheres tristis
Acridotheres tristis (common myna)	other bird	http://purl.obolibrary.org/obo/NCBITaxon_279927	Acridotheres tristis
Aegithina tiphia	other bird	http://purl.obolibrary.org/obo/NCBITaxon_175021	Aegithina tiphia
African grey parrot	other bird	http://purl.obolibrary.org/obo/NCBITaxon_9224	Psittacidae
Agamia agami	other bird	http://purl.obolibrary.org/obo/NCBITaxon_706245	Agamia agami
Agapornis roseicollis	other bird	http://purl.obolibrary.org/obo/NCBITaxon_60468	Agapornis roseicollis
Agapornis roseicollis (peach-faced lovebird)	other bird	http://purl.obolibrary.org/obo/NCBITaxon_60468	Agapornis roseicollis
Agelaius icterocephalus	other bird	http://purl.obolibrary.org/obo/NCBITaxon_993346	Chrysomus icterocephalus
Agelaius phoeniceus	other bird	http://purl.obolibrary.org/obo/NCBITaxon_39638	Agelaius phoeniceus
Ailuroedes melanotis	other bird	http://purl.obolibrary.org/obo/NCBITaxon_28722	Ailuroedus melanotis
Ailuroedus melanotis	other bird	http://purl.obolibrary.org/obo/NCBITaxon_28722	Ailuroedus melanotis
Alauda arvensis	other bird	http://purl.obolibrary.org/obo/NCBITaxon_88112	Alauda arvensis
Alcedo atthis	other bird	http://purl.obolibrary.org/obo/NCBITaxon_36245	Alcedo atthis
Alcippe morrisonia	other bird	http://purl.obolibrary.org/obo/NCBITaxon_204791	Alcippe morrisonia
Amaurornis phoenicurus	other bird	http://purl.obolibrary.org/obo/NCBITaxon_261959	Amaurornis phoenicurus
American goldfinch	other bird		
Anthornis melanura	other bird	http://purl.obolibrary.org/obo/NCBITaxon_698975	Anthornis melanura
Anthreptes platurus	other bird	http://purl.obolibrary.org/obo/NCBITaxon_208074	Anthreptes
Anthreptes seimundi	other bird	http://purl.obolibrary.org/obo/NCBITaxon_570427	Anthreptes seimundi
Anthus berthelotii	other bird	http://purl.obolibrary.org/obo/NCBITaxon_45798	Anthus berthelotii
Anthus hodgsoni	other bird	http://purl.obolibrary.org/obo/NCBITaxon_36258	Anthus hodgsoni
Anthus trivialis	other bird	http://purl.obolibrary.org/obo/NCBITaxon_45804	Anthus trivialis
Antilophia galeata	other bird	http://purl.obolibrary.org/obo/NCBITaxon_208054	Antilophia galeata
Aphelocoma californica	other bird	http://purl.obolibrary.org/obo/NCBITaxon_142466	Aphelocoma californica
Aphrastura spinicauda	other bird	http://purl.obolibrary.org/obo/NCBITaxon_307076	Aphrastura spinicauda
Aplonis atrifusca	other bird	http://purl.obolibrary.org/obo/NCBITaxon_245045	Aplonis
Aplonis tabuensis	other bird	http://purl.obolibrary.org/obo/NCBITaxon_381106	Aplonis tabuensis
Apteryx haastii	other bird	http://purl.obolibrary.org/obo/NCBITaxon_8823	Apteryx haastii
Ara nobilis	other bird	http://purl.obolibrary.org/obo/NCBITaxon_178888	Diopsittaca nobilis
Aramides ypecaha	other bird	http://purl.obolibrary.org/obo/NCBITaxon_296133	Aramides ypecaha
Aratinga aurea	other bird	http://purl.obolibrary.org/obo/NCBITaxon_51898	Aratinga aurea
Ardea alba	other bird	http://purl.obolibrary.org/obo/NCBITaxon_110620	Ardea alba
Ardea herodias	other bird	http://purl.obolibrary.org/obo/NCBITaxon_56072	Ardea herodias
Automolus ochrolaemus	other bird	http://purl.obolibrary.org/obo/NCBITaxon_700768	Automolus ochrolaemus
avian	other bird		
