variable	variable2	values	mappedTerm
hh_member_12m::relation_oth	hh_member_12m::relation_oth	BROTHER INLAW	:::UNDEF:::
hh_member_12m::relation_oth	hh_member_12m::relation_oth	CO-WIFE	:::UNDEF:::
hh_member_12m::relation_oth	hh_member_12m::relation_oth	DAUGHTER IN LAW	:::UNDEF:::
hh_member_12m::relation_oth	hh_member_12m::relation_oth	DAUGHTER IN-LAW	:::UNDEF:::
hh_member_12m::relation_oth	hh_member_12m::relation_oth	DAUGHTER INLAW	:::UNDEF:::
hh_member_12m::relation_oth	hh_member_12m::relation_oth	DOUGHTER IN LAW	:::UNDEF:::
hh_member_12m::relation_oth	hh_member_12m::relation_oth	DOUGHTER INLAW	:::UNDEF:::
hh_member_12m::relation_oth	hh_member_12m::relation_oth	DUAGHTER IN LAW	:::UNDEF:::
hh_member_12m::relation_oth	hh_member_12m::relation_oth	FRIEND	:::UNDEF:::
hh_member_12m::relation_oth	hh_member_12m::relation_oth	IN LAW	:::UNDEF:::
hh_member_12m::relation_oth	hh_member_12m::relation_oth	IN-LAW	:::UNDEF:::
hh_member_12m::relation_oth	hh_member_12m::relation_oth	INLAW	:::UNDEF:::
hh_member_12m::relation_oth	hh_member_12m::relation_oth	MOTHER IN LAW	:::UNDEF:::
hh_member_12m::relation_oth	hh_member_12m::relation_oth	SISITER IN LAW	:::UNDEF:::
hh_member_12m::relation_oth	hh_member_12m::relation_oth	SISTER IN LAW	:::UNDEF:::
hh_member_12m::relation_oth	hh_member_12m::relation_oth	SISTER INLAW	:::UNDEF:::
hh_member_12m::relation_oth	hh_member_12m::relation_oth	15	Employee
hh_member_12m::relation_oth	hh_member_12m::relation_oth	SHAMBA BOY	Employee
hh_member_12m::relation_oth	hh_member_12m::relation_oth	GRANDMOTHER	Grandfather / grandmother / great-grandfather / great-grandmother
hh_member_12m::relation_oth	hh_member_12m::relation_oth	HOUSE MAID	House helper / maid
hh_member_12m::relation_oth	hh_member_12m::relation_oth	HOUSEHOLD HELPER	House helper / maid
hh_member_12m::relation_oth	hh_member_12m::relation_oth	MAID	House helper / maid
hh_member_12m::relation_oth	hh_member_12m::relation_oth	CO WIFE	Husband / wife
hh_member_12m::relation_oth	hh_member_12m::relation_oth	DAUGHTER-IN-LAW	In-law
hh_member_12m::relation_oth	hh_member_12m::relation_oth	DAUHGTER IN LAW	In-law
hh_member_12m::relation_oth	hh_member_12m::relation_oth	DAUTHER IN LAW	In-law
hh_member_12m::relation_oth	hh_member_12m::relation_oth	DUAHGTER IN LAW	In-law
hh_member_12m::relation_oth	hh_member_12m::relation_oth	DUGHTER IN LAW	In-law
hh_member_12m::relation_oth	hh_member_12m::relation_oth	FATHER INLAW	In-law
hh_member_12m::relation_oth	hh_member_12m::relation_oth	GAUGHTER IN LAW	In-law
hh_member_12m::relation_oth	hh_member_12m::relation_oth	NEPHEW INLAW	In-law
hh_member_12m::relation_oth	hh_member_12m::relation_oth	SISTER TO WIFE	In-law
hh_member_12m::relation_oth	hh_member_12m::relation_oth	WIFE TTO THE SON	In-law
hh_member_12m::relation_oth	hh_member_12m::relation_oth	CO-WORKER	Not related
hh_member_12m::relation_oth	hh_member_12m::relation_oth	"FRIEND, WORKERMENT"	Not related
hh_member_00m::relationcat	hh_member_00m::relationcat	1	1st degree relative
hh_member_06m::relationcat	hh_member_06m::relationcat	2	1st degree relative
hh_member_12m::relationcat	hh_member_12m::relationcat	2	1st degree relative
hh_member_18m::relationcat	hh_member_18m::relationcat	2	1st degree relative
hh_member_00m::relationcat	hh_member_00m::relationcat	2	2nd degree relative
hh_member_06m::relationcat	hh_member_06m::relationcat	3	2nd degree relative
hh_member_12m::relationcat	hh_member_12m::relationcat	3	2nd degree relative
hh_member_18m::relationcat	hh_member_18m::relationcat	3	2nd degree relative
hh_member_00m::relationcat	hh_member_00m::relationcat	0	Head of household
hh_member_06m::relationcat	hh_member_06m::relationcat	1	Head of household
hh_member_12m::relationcat	hh_member_12m::relationcat	1	Head of household
hh_member_18m::relationcat	hh_member_18m::relationcat	1	Head of household
hh_member_06m::relationcat	hh_member_06m::relationcat	4	Not related
hh_member_12m::relationcat	hh_member_12m::relationcat	4	Not related
hh_member_18m::relationcat	hh_member_18m::relationcat	4	Not related
hh_00m::rgspray	hh_00m::rgspray	-9	:::UNDEF:::
hh_06m::rgspray	hh_06m::rgspray	-9	:::UNDEF:::
hh_12m::rgspray	hh_12m::rgspray	-9	:::UNDEF:::
hh_18m::rgspray	hh_18m::rgspray	-9	:::UNDEF:::
hh_06m::rgspray	hh_06m::rgspray	4	Had a pregnant woman in the house
hh_12m::rgspray	hh_12m::rgspray	1	Had a sick person or a baby in the house
hh_06m::rgspray	hh_06m::rgspray	3	Spraying chemicals is harmful
hh_12m::rgspray	hh_12m::rgspray	3	Spraying chemicals is harmful
hh_00m::rgspray	hh_00m::rgspray	96	Was not around
hh_06m::rgspray	hh_06m::rgspray	96	Was not around
hh_00m::rmsleep	hh_00m::rmsleep	NA	:::UNDEF:::
hh_00m::rmsleep	hh_00m::rmsleep	-9	:::UNDEF:::
hh_00m::scooter	hh_00m::scooter	0	No
hh_06m::scooter	hh_06m::scooter	0	No
hh_12m::scooter	hh_12m::scooter	0	No
hh_18m::scooter	hh_18m::scooter	0	No
hh_00m::scooter	hh_00m::scooter	-8	Refused to answer
hh_00m::scooter	hh_00m::scooter	1	Yes
hh_06m::scooter	hh_06m::scooter	1	Yes
hh_12m::scooter	hh_12m::scooter	1	Yes
hh_18m::scooter	hh_18m::scooter	1	Yes
hh_00m::scrairbricks2	hh_00m::scrairbricks2	NA	:::UNDEF:::
hh_06m::scrairbricks2	hh_06m::scrairbricks2	Dont Know	Don't know
hh_12m::scrairbricks2	hh_12m::scrairbricks2	Dont Know	Don't know
hh_18m::scrairbricks2	hh_18m::scrairbricks2	Dont Know	Don't know
hh_00m::scrairbricks2	hh_00m::scrairbricks2	Missing	Missing
hh_06m::scrairbricks2	hh_06m::scrairbricks2	Missing	Missing
hh_12m::scrairbricks2	hh_12m::scrairbricks2	Missing	Missing
hh_18m::scrairbricks2	hh_18m::scrairbricks2	Missing	Missing
hh_00m::scrairbricks2	hh_00m::scrairbricks2	"No, or not all"	"No, or not all"
hh_06m::scrairbricks2	hh_06m::scrairbricks2	No(or not all)	"No, or not all"
hh_12m::scrairbricks2	hh_12m::scrairbricks2	No	"No, or not all"
hh_12m::scrairbricks2	hh_12m::scrairbricks2	No(or not all)	"No, or not all"
hh_18m::scrairbricks2	hh_18m::scrairbricks2	No(or not all)	"No, or not all"
hh_00m::scrairbricks2	hh_00m::scrairbricks2	Not applicable	Not applicable
hh_06m::scrairbricks2	hh_06m::scrairbricks2	Not applicable	Not applicable
hh_12m::scrairbricks2	hh_12m::scrairbricks2	Not applicable	Not applicable
hh_18m::scrairbricks2	hh_18m::scrairbricks2	Not applicable	Not applicable
hh_00m::scrairbricks2	hh_00m::scrairbricks2	"Yes, all"	"Yes, all"
hh_06m::scrairbricks2	hh_06m::scrairbricks2	Yes(all)	"Yes, all"
hh_12m::scrairbricks2	hh_12m::scrairbricks2	Yes(all)	"Yes, all"
hh_18m::scrairbricks2	hh_18m::scrairbricks2	Yes(all)	"Yes, all"
hh_00m::sdoors	hh_00m::sdoors	NA	:::UNDEF:::
hh_06m::sdoors	hh_06m::sdoors	Dont Know	Don't know
hh_12m::sdoors	hh_12m::sdoors	Dont Know	Don't know
hh_18m::sdoors	hh_18m::sdoors	Dont Know	Don't know
hh_00m::sdoors	hh_00m::sdoors	-9	Missing
hh_12m::sdoors	hh_12m::sdoors	5	Missing
hh_12m::sdoors	hh_12m::sdoors	7	Missing
hh_00m::sdoors	hh_00m::sdoors	2	"No, or not all"
hh_06m::sdoors	hh_06m::sdoors	No(or not all)	"No, or not all"
hh_12m::sdoors	hh_12m::sdoors	No	"No, or not all"
hh_12m::sdoors	hh_12m::sdoors	No(or not all)	"No, or not all"
hh_18m::sdoors	hh_18m::sdoors	No(or not all)	"No, or not all"
hh_00m::sdoors	hh_00m::sdoors	1	"Yes, all"
hh_06m::sdoors	hh_06m::sdoors	Yes(all)	"Yes, all"
hh_12m::sdoors	hh_12m::sdoors	Yes(all)	"Yes, all"
hh_18m::sdoors	hh_18m::sdoors	Yes(all)	"Yes, all"
hh_18m::senergy	hh_18m::senergy	96	:::UNDEF:::
hh_00m::senergy	hh_00m::senergy	8	Candles
hh_06m::senergy	hh_06m::senergy	8	Candles
hh_12m::senergy	hh_12m::senergy	8	Candles
hh_18m::senergy	hh_18m::senergy	8	Candles
hh_00m::senergy	hh_00m::senergy	1	Electricity
hh_06m::senergy	hh_06m::senergy	1	Electricity
hh_12m::senergy	hh_12m::senergy	1	Electricity
hh_18m::senergy	hh_18m::senergy	1	Electricity
hh_00m::senergy	hh_00m::senergy	7	Firewood or coal
hh_06m::senergy	hh_06m::senergy	7	Firewood or coal
hh_12m::senergy	hh_12m::senergy	7	Firewood or coal
hh_18m::senergy	hh_18m::senergy	7	Firewood or coal
hh_00m::senergy	hh_00m::senergy	9	Flashlight (including mobile phone light) or battery powered lamp
hh_06m::senergy	hh_06m::senergy	9	Flashlight (including mobile phone light) or battery powered lamp
hh_12m::senergy	hh_12m::senergy	9	Flashlight (including mobile phone light) or battery powered lamp
hh_18m::senergy	hh_18m::senergy	9	Flashlight (including mobile phone light) or battery powered lamp
hh_00m::senergy	hh_00m::senergy	3	Gas
hh_06m::senergy	hh_06m::senergy	3	Gas
hh_12m::senergy	hh_12m::senergy	3	Gas
hh_18m::senergy	hh_18m::senergy	3	Gas
hh_00m::senergy	hh_00m::senergy	10	No light source
hh_12m::senergy	hh_12m::senergy	96	No light source
hh_00m::senergy	hh_00m::senergy	4	Paraffin hurricane lamp
hh_06m::senergy	hh_06m::senergy	4	Paraffin hurricane lamp
hh_12m::senergy	hh_12m::senergy	4	Paraffin hurricane lamp
hh_18m::senergy	hh_18m::senergy	4	Paraffin hurricane lamp
hh_00m::senergy	hh_00m::senergy	5	Paraffin pressure lamp
hh_06m::senergy	hh_06m::senergy	5	Paraffin pressure lamp
hh_12m::senergy	hh_12m::senergy	5	Paraffin pressure lamp
hh_18m::senergy	hh_18m::senergy	5	Paraffin pressure lamp
hh_00m::senergy	hh_00m::senergy	6	Paraffin wick lamp
hh_06m::senergy	hh_06m::senergy	6	Paraffin wick lamp
hh_12m::senergy	hh_12m::senergy	6	Paraffin wick lamp
hh_18m::senergy	hh_18m::senergy	6	Paraffin wick lamp
hh_00m::senergy	hh_00m::senergy	-8	Refused to answer
hh_06m::senergy	hh_06m::senergy	-8	Refused to answer
hh_00m::senergy	hh_00m::senergy	2	Solar
hh_06m::senergy	hh_06m::senergy	2	Solar
hh_12m::senergy	hh_12m::senergy	2	Solar
hh_18m::senergy	hh_18m::senergy	2	Solar
hh_00m::smartphone	hh_00m::smartphone	0	No
hh_06m::smartphone	hh_06m::smartphone	0	No
hh_12m::smartphone	hh_12m::smartphone	0	No
hh_18m::smartphone	hh_18m::smartphone	0	No
hh_00m::smartphone	hh_00m::smartphone	-9	Not applicable
hh_06m::smartphone	hh_06m::smartphone	-9	Not applicable
hh_12m::smartphone	hh_12m::smartphone	-9	Not applicable
hh_18m::smartphone	hh_18m::smartphone	-9	Not applicable
hh_00m::smartphone	hh_00m::smartphone	1	Yes
hh_06m::smartphone	hh_06m::smartphone	1	Yes
hh_12m::smartphone	hh_12m::smartphone	1	Yes
hh_18m::smartphone	hh_18m::smartphone	1	Yes
hh_12m::sofa	hh_12m::sofa	-7	Don't know
hh_00m::sofa	hh_00m::sofa	0	No
hh_06m::sofa	hh_06m::sofa	0	No
hh_12m::sofa	hh_12m::sofa	0	No
hh_18m::sofa	hh_18m::sofa	0	No
hh_00m::sofa	hh_00m::sofa	-8	Refused to answer
hh_00m::sofa	hh_00m::sofa	1	Yes
hh_06m::sofa	hh_06m::sofa	1	Yes
hh_12m::sofa	hh_12m::sofa	1	Yes
hh_18m::sofa	hh_18m::sofa	1	Yes
hh_00m::spray	hh_00m::spray	NA	:::UNDEF:::
hh_12m::spray	hh_12m::spray	Dont Know	Don't know
hh_00m::spray	hh_00m::spray	-9	Missing
hh_00m::spray	hh_00m::spray	2	No
hh_06m::spray	hh_06m::spray	No	No
hh_12m::spray	hh_12m::spray	No	No
hh_18m::spray	hh_18m::spray	No	No
hh_00m::spray	hh_00m::spray	1	Yes
hh_06m::spray	hh_06m::spray	Yes	Yes
hh_12m::spray	hh_12m::spray	Yes	Yes
hh_18m::spray	hh_18m::spray	Yes	Yes
hh_00m::spraycat	hh_00m::spraycat	1	IRS 0-6 months ago
hh_12m::spraycat	hh_12m::spraycat	1	IRS 0-6 months ago
hh_00m::spraycat	hh_00m::spraycat	2	IRS 7-12 months ago
hh_06m::spraycat	hh_06m::spraycat	2	IRS 7-12 months ago
hh_12m::spraycat	hh_12m::spraycat	2	IRS 7-12 months ago
hh_00m::spraycat	hh_00m::spraycat	0	No IRS in past 12 months
hh_06m::spraycat	hh_06m::spraycat	0	No IRS in past 12 months
hh_12m::spraycat	hh_12m::spraycat	0	No IRS in past 12 months
hh_18m::spraycat	hh_18m::spraycat	0	No IRS in past 12 months
hh_12m::survey	hh_12m::survey	3	12
hh_18m::survey	hh_18m::survey	4	18
hh_06m::survey	hh_06m::survey	2	6
hh_00m::survey	hh_00m::survey	1	0
hh_06m::swater	hh_06m::swater	96	:::UNDEF:::
hh_12m::swater	hh_12m::swater	96	:::UNDEF:::
hh_18m::swater	hh_18m::swater	96	:::UNDEF:::
hh_00m::swater	hh_00m::swater	10	Borehole
hh_06m::swater	hh_06m::swater	10	Borehole
hh_12m::swater	hh_12m::swater	10	Borehole
hh_18m::swater	hh_18m::swater	10	Borehole
hh_06m::swater	hh_06m::swater	71	Bottled water
hh_00m::swater	hh_00m::swater	45	Dam
hh_06m::swater	hh_06m::swater	45	Dam
hh_12m::swater	hh_12m::swater	45	Dam
hh_18m::swater	hh_18m::swater	45	Dam
hh_00m::swater	hh_00m::swater	22	Open public well
hh_06m::swater	hh_06m::swater	22	Open public well
hh_12m::swater	hh_12m::swater	22	Open public well
hh_18m::swater	hh_18m::swater	22	Open public well
hh_00m::swater	hh_00m::swater	21	Open well in yard or compound
hh_06m::swater	hh_06m::swater	21	Open well in yard or compound
hh_12m::swater	hh_12m::swater	21	Open well in yard or compound
hh_18m::swater	hh_18m::swater	21	Open well in yard or compound
hh_00m::swater	hh_00m::swater	11	Piped into dwelling
hh_06m::swater	hh_06m::swater	11	Piped into dwelling
hh_12m::swater	hh_12m::swater	11	Piped into dwelling
hh_18m::swater	hh_18m::swater	11	Piped into dwelling
hh_00m::swater	hh_00m::swater	12	Piped into the yard or compound
hh_06m::swater	hh_06m::swater	12	Piped into the yard or compound
hh_12m::swater	hh_12m::swater	12	Piped into the yard or compound
hh_18m::swater	hh_18m::swater	12	Piped into the yard or compound
hh_00m::swater	hh_00m::swater	44	"Pond, lake, or swamp"
hh_06m::swater	hh_06m::swater	44	"Pond, lake, or swamp"
hh_12m::swater	hh_12m::swater	44	"Pond, lake, or swamp"
hh_18m::swater	hh_18m::swater	44	"Pond, lake, or swamp"
hh_00m::swater	hh_00m::swater	32	Protected public well
hh_06m::swater	hh_06m::swater	32	Protected public well
hh_12m::swater	hh_12m::swater	32	Protected public well
hh_18m::swater	hh_18m::swater	32	Protected public well
hh_00m::swater	hh_00m::swater	41	Protected spring
hh_06m::swater	hh_06m::swater	41	Protected spring
hh_12m::swater	hh_12m::swater	41	Protected spring
hh_18m::swater	hh_18m::swater	41	Protected spring
hh_00m::swater	hh_00m::swater	31	Protected well in yard or compound
hh_06m::swater	hh_06m::swater	31	Protected well in yard or compound
hh_12m::swater	hh_12m::swater	31	Protected well in yard or compound
hh_18m::swater	hh_18m::swater	31	Protected well in yard or compound
hh_00m::swater	hh_00m::swater	13	Public or private tap
hh_06m::swater	hh_06m::swater	13	Public or private tap
hh_12m::swater	hh_12m::swater	13	Public or private tap
hh_18m::swater	hh_18m::swater	13	Public or private tap
hh_00m::swater	hh_00m::swater	51	Rainwater
hh_06m::swater	hh_06m::swater	51	Rainwater
hh_12m::swater	hh_12m::swater	51	Rainwater
hh_18m::swater	hh_18m::swater	51	Rainwater
hh_00m::swater	hh_00m::swater	-8	Refused to answer
hh_00m::swater	hh_00m::swater	43	River or stream
hh_06m::swater	hh_06m::swater	43	River or stream
hh_12m::swater	hh_12m::swater	43	River or stream
hh_18m::swater	hh_18m::swater	43	River or stream
hh_00m::swater	hh_00m::swater	42	Unprotected spring
hh_06m::swater	hh_06m::swater	42	Unprotected spring
hh_12m::swater	hh_12m::swater	42	Unprotected spring
hh_18m::swater	hh_18m::swater	42	Unprotected spring
hh_00m::swater	hh_00m::swater	62	Water tank
hh_06m::swater	hh_06m::swater	62	Water tank
hh_12m::swater	hh_12m::swater	62	Water tank
hh_00m::swater	hh_00m::swater	61	Water truck
hh_06m::swater	hh_06m::swater	61	Water truck
hh_12m::swater	hh_12m::swater	61	Water truck
hh_18m::swater	hh_18m::swater	61	Water truck
hh_00m::tablet	hh_00m::tablet	0	No
hh_06m::tablet	hh_06m::tablet	0	No
hh_12m::tablet	hh_12m::tablet	0	No
hh_18m::tablet	hh_18m::tablet	0	No
hh_00m::tablet	hh_00m::tablet	-9	Not applicable
hh_06m::tablet	hh_06m::tablet	-9	Not applicable
hh_12m::tablet	hh_12m::tablet	-9	Not applicable
hh_18m::tablet	hh_18m::tablet	-9	Not applicable
hh_00m::tablet	hh_00m::tablet	1	Yes
hh_06m::tablet	hh_06m::tablet	1	Yes
hh_12m::tablet	hh_12m::tablet	1	Yes
hh_18m::tablet	hh_18m::tablet	1	Yes
hh_00m::tble	hh_00m::tble	0	No
hh_06m::tble	hh_06m::tble	0	No
hh_12m::tble	hh_12m::tble	0	No
hh_18m::tble	hh_18m::tble	0	No
hh_00m::tble	hh_00m::tble	-8	Refused to answer
hh_00m::tble	hh_00m::tble	1	Yes
hh_06m::tble	hh_06m::tble	1	Yes
hh_12m::tble	hh_12m::tble	1	Yes
hh_18m::tble	hh_18m::tble	1	Yes
hh_00m::tfaclty	hh_00m::tfaclty	7	Composting toilet
hh_06m::tfaclty	hh_06m::tfaclty	7	Composting toilet
hh_12m::tfaclty	hh_12m::tfaclty	7	Composting toilet
hh_18m::tfaclty	hh_18m::tfaclty	7	Composting toilet
hh_00m::tfaclty	hh_00m::tfaclty	4	Covered pit latrine with slab
hh_06m::tfaclty	hh_06m::tfaclty	4	Covered pit latrine with slab
hh_12m::tfaclty	hh_12m::tfaclty	4	Covered pit latrine with slab
hh_18m::tfaclty	hh_18m::tfaclty	4	Covered pit latrine with slab
hh_00m::tfaclty	hh_00m::tfaclty	3	Covered pit latrine without slab
hh_06m::tfaclty	hh_06m::tfaclty	3	Covered pit latrine without slab
hh_12m::tfaclty	hh_12m::tfaclty	3	Covered pit latrine without slab
hh_18m::tfaclty	hh_18m::tfaclty	3	Covered pit latrine without slab
hh_00m::tfaclty	hh_00m::tfaclty	1	Flush toilet
hh_06m::tfaclty	hh_06m::tfaclty	1	Flush toilet
hh_12m::tfaclty	hh_12m::tfaclty	1	Flush toilet
hh_18m::tfaclty	hh_18m::tfaclty	1	Flush toilet
hh_00m::tfaclty	hh_00m::tfaclty	8	"No facility, bush, or field"
hh_06m::tfaclty	hh_06m::tfaclty	8	"No facility, bush, or field"
hh_12m::tfaclty	hh_12m::tfaclty	8	"No facility, bush, or field"
hh_18m::tfaclty	hh_18m::tfaclty	8	"No facility, bush, or field"
hh_00m::tfaclty	hh_00m::tfaclty	6	Uncovered pit latrine with slab
hh_06m::tfaclty	hh_06m::tfaclty	6	Uncovered pit latrine with slab
hh_12m::tfaclty	hh_12m::tfaclty	6	Uncovered pit latrine with slab
hh_18m::tfaclty	hh_18m::tfaclty	6	Uncovered pit latrine with slab
hh_00m::tfaclty	hh_00m::tfaclty	5	Uncovered pit latrine without slab
hh_06m::tfaclty	hh_06m::tfaclty	5	Uncovered pit latrine without slab
hh_12m::tfaclty	hh_12m::tfaclty	5	Uncovered pit latrine without slab
hh_18m::tfaclty	hh_18m::tfaclty	5	Uncovered pit latrine without slab
hh_00m::tfaclty	hh_00m::tfaclty	2	Ventilated improved pit (VIP) latrine
hh_06m::tfaclty	hh_06m::tfaclty	2	Ventilated improved pit (VIP) latrine
hh_12m::tfaclty	hh_12m::tfaclty	2	Ventilated improved pit (VIP) latrine
hh_18m::tfaclty	hh_18m::tfaclty	2	Ventilated improved pit (VIP) latrine
hh_00m::timeowncat	hh_00m::timeowncat	3	29-37 months
hh_00m::timeowncat	hh_00m::timeowncat	2	38-41 moths
hh_00m::timeowncat	hh_00m::timeowncat	1	42-53 months
hh_00m::totalsleptnet	hh_00m::totalsleptnet	NA	:::UNDEF:::
hh_00m::tspray	hh_00m::tspray	-9	:::UNDEF:::
hh_06m::tspray	hh_06m::tspray	-9	:::UNDEF:::
hh_12m::tspray	hh_12m::tspray	-9	:::UNDEF:::
hh_18m::tspray	hh_18m::tspray	-9	:::UNDEF:::
hh_00m::tv	hh_00m::tv	0	No
hh_06m::tv	hh_06m::tv	0	No
hh_12m::tv	hh_12m::tv	0	No
hh_18m::tv	hh_18m::tv	0	No
hh_00m::tv	hh_00m::tv	-8	Refused to answer
hh_00m::tv	hh_00m::tv	1	Yes
hh_06m::tv	hh_06m::tv	1	Yes
hh_12m::tv	hh_12m::tv	1	Yes
hh_18m::tv	hh_18m::tv	1	Yes
hh_00m::unfedfunestus	hh_00m::unfedfunestus	NA	:::UNDEF:::
hh_06m::unfedfunestus	hh_06m::unfedfunestus	NA	:::UNDEF:::
hh_12m::unfedfunestus	hh_12m::unfedfunestus	NA	:::UNDEF:::
hh_18m::unfedfunestus	hh_18m::unfedfunestus	NA	:::UNDEF:::
hh_00m::unfedgambiae	hh_00m::unfedgambiae	NA	:::UNDEF:::
hh_06m::unfedgambiae	hh_06m::unfedgambiae	NA	:::UNDEF:::
hh_12m::unfedgambiae	hh_12m::unfedgambiae	NA	:::UNDEF:::
hh_18m::unfedgambiae	hh_18m::unfedgambiae	NA	:::UNDEF:::
hh_00m::watch	hh_00m::watch	-7	Don't know
hh_00m::watch	hh_00m::watch	0	No
hh_06m::watch	hh_06m::watch	0	No
hh_12m::watch	hh_12m::watch	0	No
hh_18m::watch	hh_18m::watch	0	No
hh_00m::watch	hh_00m::watch	-8	Refused to answer
hh_00m::watch	hh_00m::watch	1	Yes
hh_06m::watch	hh_06m::watch	1	Yes
hh_12m::watch	hh_12m::watch	1	Yes
hh_18m::watch	hh_18m::watch	1	Yes
hh_00m::wealthcat	hh_00m::wealthcat	3	Least poor
hh_00m::wealthcat	hh_00m::wealthcat	2	Middle
hh_00m::wealthcat	hh_00m::wealthcat	1	Poorest
hh_00m::whatburn2	hh_00m::whatburn2	NA	:::UNDEF:::
hh_06m::whatburn2	hh_06m::whatburn2	NA	:::UNDEF:::
hh_12m::whatburn2	hh_12m::whatburn2	NA	:::UNDEF:::
hh_18m::whatburn2	hh_18m::whatburn2	NA	:::UNDEF:::
hh_12m::whatburn2	hh_12m::whatburn2	Car tires	Car tires
hh_18m::whatburn2	hh_18m::whatburn2	Cigarettes	Cigarettes
hh_00m::whatburn2	hh_00m::whatburn2	Coils	Coils
hh_06m::whatburn2	hh_06m::whatburn2	Coils	Coils
hh_12m::whatburn2	hh_12m::whatburn2	Coils	Coils
hh_18m::whatburn2	hh_18m::whatburn2	Coil	Coils
hh_00m::whatburn2	hh_00m::whatburn2	Did not burn	Did not burn anything
hh_06m::whatburn2	hh_06m::whatburn2	Did not burn	Did not burn anything
hh_12m::whatburn2	hh_12m::whatburn2	Did not burn	Did not burn anything
hh_18m::whatburn2	hh_18m::whatburn2	Did not burn	Did not burn anything
hh_00m::whatburn2	hh_00m::whatburn2	Firewood or charcoal	Firewood or charcoal
hh_06m::whatburn2	hh_06m::whatburn2	Firewood or charcoal	Firewood or charcoal
hh_12m::whatburn2	hh_12m::whatburn2	Firewood or charcoal	Firewood or charcoal
hh_18m::whatburn2	hh_18m::whatburn2	Firewood or charcoal	Firewood or charcoal
hh_00m::whatburn2	hh_00m::whatburn2	Herbs	Herbs
hh_06m::whatburn2	hh_06m::whatburn2	Herbs	Herbs
hh_12m::whatburn2	hh_12m::whatburn2	Herbs	Herbs
hh_18m::whatburn2	hh_18m::whatburn2	Herbs	Herbs
hh_00m::whatburn2	hh_00m::whatburn2	Missing	Missing
hh_06m::whatburn2	hh_06m::whatburn2	Missing	Missing
hh_12m::whatburn2	hh_12m::whatburn2	Missing	Missing
hh_18m::whatburn2	hh_18m::whatburn2	Missing	Missing
hh_00m::whatburn2	hh_00m::whatburn2	Other	Other
hh_06m::whatburn2	hh_06m::whatburn2	Other	Other
hh_18m::whatburn2	hh_18m::whatburn2	Other	Other
hh_06m::whynonet	hh_06m::whynonet	8	:::UNDEF:::
hh_12m::whynonet	hh_12m::whynonet	8	:::UNDEF:::
hh_18m::whynonet	hh_18m::whynonet	8	:::UNDEF:::
hh_06m::whynonet	hh_06m::whynonet	2	Household did not go to collect the LLINs
hh_12m::whynonet	hh_12m::whynonet	2	Household did not go to collect the LLINs
hh_18m::whynonet	hh_18m::whynonet	2	Household did not go to collect the LLINs
hh_06m::whynonet	hh_06m::whynonet	5	Household was away when the LLINs were distributed
hh_12m::whynonet	hh_12m::whynonet	5	Household was away when the LLINs were distributed
hh_18m::whynonet	hh_18m::whynonet	5	Household was away when the LLINs were distributed
hh_06m::whynonet	hh_06m::whynonet	3	Household was never told to collect the LLINs
hh_12m::whynonet	hh_12m::whynonet	3	Household was never told to collect the LLINs
hh_18m::whynonet	hh_18m::whynonet	3	Household was never told to collect the LLINs
hh_12m::whynonet	hh_12m::whynonet	6	Local leaders refused to accept the LLINs
hh_18m::whynonet	hh_18m::whynonet	6	Local leaders refused to accept the LLINs
hh_12m::whynonet	hh_12m::whynonet	-9	Not applicable
hh_18m::whynonet	hh_18m::whynonet	-9	Not applicable
hh_06m::whynonet	hh_06m::whynonet	1	No LLINs were delivered to the village or parish
hh_12m::whynonet	hh_12m::whynonet	1	No LLINs were delivered to the village or parish
hh_18m::whynonet	hh_18m::whynonet	1	No LLINs were delivered to the village or parish
hh_06m::whynonet	hh_06m::whynonet	-9	Not applicable
hh_06m::whynonet	hh_06m::whynonet	4	Told that their household did not need LLINs
hh_12m::whynonet	hh_12m::whynonet	4	Told that their household did not need LLINs
hh_18m::whynonet	hh_18m::whynonet	4	Told that their household did not need LLINs
hh_00m::windows	hh_00m::windows	0	No
hh_06m::windows	hh_06m::windows	0	No
hh_12m::windows	hh_12m::windows	0	No
hh_18m::windows	hh_18m::windows	0	No
hh_00m::windows	hh_00m::windows	1	Yes
hh_06m::windows	hh_06m::windows	1	Yes
hh_12m::windows	hh_12m::windows	1	Yes
hh_18m::windows	hh_18m::windows	1	Yes
hh_12m::whyother	hh_12m::whyother	SOMEONE SIGNED THEIR NETS	Another household picked up LLINs in their name
hh_12m::whyother	hh_12m::whyother	THEY WERE TOLD THAT SOMEONE USED THEIR NAMES AND PICKED THE NETS	Another household picked up LLINs in their name
hh_18m::whyother	hh_18m::whyother	SOMEONE PICKED THEM IN MY NAME	Another household picked up LLINs in their name
hh_06m::whyother	hh_06m::whyother	DID NOT HAVE A NATIONAL IDENTIFICATION CARD	Did not have a national identification card
hh_06m::whyother	hh_06m::whyother	DIDNT HAVE AN ID	Did not have a national identification card
hh_06m::whyother	hh_06m::whyother	LACKED UGANDAN NATIONAL ID	Did not have a national identification card
hh_12m::whyother	hh_12m::whyother	DID NOT HAVE A NATIONAL ID	Did not have a national identification card
hh_12m::whyother	hh_12m::whyother	DIDNT HAVE NATIONAL IDS	Did not have a national identification card
