variable	variable2	values	mappedTerm	ordinalValue
village	village	222060410	Jubba	NA
village	village	222060411	Kelle	NA
village	village	222060412	Laimo	NA
village	village	222060413	Lari	NA
village	village	222060414	Mawa	NA
village	village	222060415	Nyilia	NA
village	village	222060416	Obeki	NA
village	village	222060417	Ocol	NA
village	village	222060418	Olyeko	NA
village	village	222060419	Omva	NA
village	village	222060420	Oyeko	NA
village	village	222060421	Ribbe	NA
village	village	222060422	Thatha	NA
village	village	222060501	Afoyopayondara	NA
village	village	222060502	Afoyopayondara West	NA
village	village	222060503	Akoth	NA
village	village	222060504	Akunu	NA
village	village	222060505	Ambaki	NA
village	village	222060506	Bilimiti	NA
village	village	222060507	Golosi	NA
village	village	222060508	Gumia	NA
village	village	222060509	Juda	NA
village	village	222060510	Kawa	NA
village	village	222060511	Kelle	NA
village	village	222060512	Kololo	NA
village	village	222060513	Oboth	NA
village	village	222060514	Ocungulir	NA
village	village	222060515	Ocwalo	NA
village	village	222060516	Oduk	NA
village	village	222060517	Ojigu	NA
village	village	222060518	Okwalo	NA
village	village	222060519	Samba	NA
village	village	222060520	Songea	NA
village	village	222060521	Tengilei	NA
village	village	222060601	Aduwa	NA
village	village	222060602	Alero	NA
village	village	222060603	Amuda	NA
village	village	222060604	Anyola	NA
village	village	222060605	Ayabu	NA
village	village	222060606	Busia	NA
village	village	222060607	Dekombe	NA
village	village	222060608	Kanyongombe	NA
village	village	222060609	Lello	NA
village	village	222060610	Ngmburini	NA
village	village	222060611	Nyatigo	NA
village	village	222060612	Nzani	NA
village	village	222060613	Ogwaronen	NA
village	village	222060614	Pavur	NA
village	village	222060615	Ujebu	NA
village	village	222070101	Ambao	NA
village	village	222070102	Araka	NA
village	village	222070103	Avari	NA
village	village	222070104	Luku Bibia	NA
village	village	222070105	Marini	NA
village	village	222070106	Mbale	NA
village	village	222070107	Mundude	NA
village	village	222070108	Ofaka	NA
village	village	222070109	Osuko	NA
village	village	222070110	Zamba	NA
village	village	222070201	Achoro	NA
village	village	222070202	Alivu	NA
village	village	222070203	Anyakaku	NA
village	village	222070204	Awindiri	NA
village	village	222070205	Azau	NA
village	village	222070206	Eroko	NA
village	village	222070207	Ezoo	NA
village	village	222070208	Mvuli	NA
village	village	222070209	Ngaladei	NA
village	village	222070210	Nunu	NA
village	village	222070211	Odoria	NA
village	village	222070212	Pakia	NA
village	village	222070213	Vurra	NA
village	village	222070301	Alengo	NA
village	village	222070302	Bilikot	NA
village	village	222070303	Jupathwon	NA
village	village	222070304	Pakwala Adiga	NA
village	village	222070305	Pakwala Ulidu	NA
village	village	222070306	Pawo Ombila	NA
village	village	222070307	Sokonzi	NA
village	village	222070308	Thangirinya	NA
village	village	222070309	Thongu	NA
village	village	222070310	Vurra Umbila	NA
village	village	222070311	Yikwa	NA
village	village	222070401	Arokosi	NA
village	village	222070402	Aru	NA
village	village	222070403	Arumva	NA
village	village	222070404	Awusi	NA
village	village	222070405	Jupajalangu	NA
village	village	222070406	Kawulu	NA
village	village	222070407	Lua	NA
village	village	222070408	Ondreko	NA
village	village	222070409	Osao	NA
village	village	222070410	Owatho	NA
village	village	222070411	Oyeco	NA
village	village	222070412	Thuli	NA
village	village	222080101	Areju East	NA
village	village	222080102	Areju West	NA
village	village	222080103	Athuma	NA
village	village	222080104	Jupakonja	NA
village	village	222080105	Lanyi	NA
village	village	222080106	Ngia	NA
village	village	222080107	Padyere	NA
village	village	222080108	Ringi East	NA
village	village	222080109	Ringi West	NA
village	village	222080110	Rola	NA
village	village	222080111	Tengo	NA
village	village	222080201	Ajja	NA
village	village	222080202	Angaba Lower	NA
village	village	222080203	Angaba Upper	NA
village	village	222080204	Athele	NA
village	village	222080205	Athele Nyagak	NA
village	village	222080206	Goro	NA
village	village	222080207	Oguta	NA
village	village	222080208	Patek East	NA
village	village	222080209	Patek West	NA
village	village	222080301	Ajei Central	NA
village	village	222080302	Alengo	NA
village	village	222080303	Alengo Lari	NA
village	village	222080304	Aluka	NA
village	village	222080305	Jaludongo	NA
village	village	222080306	Lari Lul	NA
village	village	222080307	Ovuru Kambi	NA
village	village	222080308	Thatha	NA
village	village	222080309	Yabwengi	NA
village	village	222080401	Afere	NA
village	village	222080402	Agwok	NA
village	village	222080403	Ajere	NA
village	village	222080404	Jupanyadha	NA
village	village	222080405	Kalagoju	NA
village	village	222080406	Papoga	NA
village	village	222080407	Rada	NA
village	village	222080408	Yugu	NA
village	village	222080501	Acoro	NA
village	village	222080502	Agore East	NA
village	village	222080503	Agore West	NA
village	village	222080504	Agunyi	NA
village	village	222080505	Ajigu	NA
village	village	222080506	Akwanji Lower	NA
village	village	222080507	Akwanji Upper	NA
village	village	222080508	Alegu	NA
village	village	222080509	Gomandri	NA
village	village	222080510	Guna	NA
village	village	222080511	Lul	NA
village	village	222080512	Mathawelle	NA
village	village	222080513	Mission Centre	NA
village	village	222080514	Nyapea College	NA
village	village	222080515	Nyarambe	NA
village	village	222080516	Pelele	NA
village	village	222080517	Ziwa	NA
village	village	222080518	Zungida	NA
village	village	222090101	Agunyi	NA
village	village	222090102	Alindi	NA
village	village	222090103	Andhambe	NA
village	village	222090104	Avono Central	NA
village	village	222090105	Avono Lower	NA
village	village	222090106	Avono-Agada	NA
village	village	222090107	Kuligamba	NA
village	village	222090108	Njao	NA
village	village	222090109	Nyadiel	NA
village	village	222090110	Orangu	NA
village	village	222090201	Agengo	NA
village	village	222090202	Ambabanen	NA
village	village	222090203	Amissi	NA
village	village	222090204	Aywayo	NA
village	village	222090205	Chana Ngano	NA
village	village	222090206	Jupumwoco - Pambo	NA
village	village	222090207	Kpelekpethe	NA
village	village	222090208	Oguruwi	NA
village	village	222090209	Olyeko	NA
village	village	222090210	Olyeko Pambo	NA
village	village	222090211	Ondwong	NA
village	village	222090212	Oryeo	NA
village	village	222090213	Owenje	NA
village	village	222090301	Ambaki	NA
village	village	222090302	Arumukeng	NA
village	village	222090303	Gunguru	NA
village	village	222090304	Kelle	NA
village	village	222090305	Lien Dolo	NA
village	village	222090306	Maliri	NA
village	village	222090307	Namthin	NA
village	village	222090308	Pakolo	NA
village	village	222090309	Thatha	NA
village	village	222090401	Anyola	NA
village	village	222090402	Arissi	NA
village	village	222090403	Awendukey	NA
village	village	222090404	Jupaneka	NA
village	village	222090405	Jupangali Lower	NA
village	village	222090406	Jupangali Upper	NA
village	village	222090407	Labora	NA
village	village	222090408	Oruku	NA
village	village	222090409	Oyoro	NA
village	village	222100101	Alengo Kuma	NA
village	village	222100102	Anyong	NA
village	village	222100103	Awinjiri	NA
village	village	222100104	Kawa	NA
village	village	222100105	Kololo	NA
village	village	222100106	Mvule	NA
village	village	222100107	Solia	NA
village	village	222100201	Abira	NA
village	village	222100202	Aluka	NA
village	village	222100203	Aringo	NA
village	village	222100204	Awusani	NA
village	village	222100205	Jupujuru	NA
village	village	222100206	Kaya Theyau	NA
village	village	222100207	Meira	NA
village	village	222100208	Mvugu	NA
village	village	222100209	Ndaro	NA
village	village	222100210	Paidha T.t.c	NA
village	village	222100211	Thungu	NA
village	village	222100301	Jupandika East	NA
village	village	222100302	Jupanyondo East	NA
village	village	222100303	Jupanyondo West	NA
village	village	222100304	Uvuruyindi	NA
village	village	222100401	Abongo	NA
village	village	222100402	Coramara	NA
village	village	222100403	Entebbe	NA
village	village	222100404	Macwere	NA
village	village	222100405	Mawa	NA
village	village	222100406	Oboth	NA
village	village	222100501	Arutha	NA
village	village	222100502	Autha	NA
village	village	222100503	Awini	NA
village	village	222100504	Bedkuwedu	NA
village	village	222100505	Gira	NA
village	village	222100506	Jupandika West	NA
village	village	222100507	Jupathombu	NA
village	village	222100508	Mbrazu	NA
village	village	222100509	Mission	NA
village	village	222100510	Owiro	NA
village	village	222100511	Thendhe	NA
village	village	222100512	Wacacunga	NA
village	village	222100601	Akir	NA
village	village	222100602	Arindima	NA
village	village	222100603	Culamuk	NA
village	village	222100604	Rukidi	NA
village	village	222100605	Zingili	NA
village	village	222110101	Awora Upper	NA
village	village	222110102	Aworalul	NA
village	village	222110103	Jupathoi East	NA
village	village	222110104	Jupathoi West	NA
village	village	222110105	Obayo	NA
village	village	222110106	Olayo	NA
village	village	222110107	Oloyo Amura	NA
village	village	222110108	Padere Anyiku	NA
village	village	222110109	Reji	NA
village	village	222110110	Ruvuka	NA
village	village	222110111	Udugu	NA
village	village	222110112	Warr Afere	NA
village	village	222110113	Warr Aluka	NA
village	village	222110201	Alakala	NA
village	village	222110202	Angenja	NA
village	village	222110203	Jupagulukongo	NA
village	village	222110204	Jupajalaure	NA
village	village	222110205	Jupakerunga	NA
village	village	222110206	Jupameu	NA
village	village	222110207	Jupavolu	NA
village	village	222110208	Jupujuku	NA
village	village	222110209	Jupukungu	NA
village	village	222110210	Jupuloyu	NA
village	village	222110211	Kelle	NA
village	village	222110212	Lwala	NA
village	village	222110213	Pariema	NA
village	village	222110214	Umbavu	NA
village	village	222110215	Warr Offaka	NA
village	village	222110216	Warr T/Centre	NA
village	village	222110301	Akwerali	NA
village	village	222110302	Oledere	NA
village	village	222110303	Pawo Zamba	NA
village	village	222110401	Afulao	NA
village	village	222110402	Atyerokuma	NA
village	village	222110403	Leulao	NA
village	village	222110404	Mngbele	NA
village	village	222110405	Monkwerocoo	NA
village	village	222110406	Ngira	NA
village	village	222110407	Pakwala Omol	NA
village	village	222110408	Pamwodu	NA
village	village	222110409	Pawoanyorisi	NA
village	village	222110410	Pawozamba	NA
village	village	222110501	Acer	NA
village	village	222110502	Akwerali	NA
village	village	222110503	Alli	NA
village	village	222110504	Angia	NA
village	village	222110505	Ayukpa	NA
village	village	222110506	Ngume	NA
village	village	222110507	Nyamuyenga	NA
village	village	222110508	Panga	NA
village	village	222110509	Sokusoku	NA
village	village	222110510	Thonga	NA
village	village	222110601	Aciro	NA
village	village	222110602	Aculanding	NA
village	village	222110603	Agengo	NA
village	village	222110604	Avor	NA
village	village	222110605	Ayida	NA
village	village	222110606	Azi	NA
village	village	222110607	Bindu	NA
village	village	222110608	Got Lau	NA
village	village	222110609	Jupujuku	NA
village	village	222110610	Minga	NA
village	village	222110611	Nyamola	NA
village	village	222110612	Oloo	NA
village	village	222110613	Oryang	NA
village	village	222120101	Acwera	NA
village	village	222120102	Alengo	NA
village	village	222120103	Anyavu	NA
village	village	222120104	Apiku	NA
village	village	222120105	Arwinyi	NA
village	village	222120106	Cananyira	NA
village	village	222120107	Dei	NA
village	village	222120108	Jupangira	NA
village	village	222120109	Lewe	NA
village	village	222120110	Ley	NA
village	village	222120111	Mathanju	NA
village	village	222120112	Ndrinyi	NA
village	village	222120113	Ocwalo	NA
village	village	222120114	Ocwanyu	NA
village	village	222120115	Pajur	NA
village	village	222120116	Pakwach	NA
village	village	222120117	Pangang	NA
village	village	222120118	Siri	NA
village	village	222120201	Afwodha	NA
village	village	222120202	Andhosi	NA
village	village	222120203	Forest Station	NA
village	village	222120204	Gburu	NA
village	village	222120205	Keme	NA
village	village	222120206	Lewe East	NA
village	village	222120207	Lewe West	NA
village	village	222120208	Muruku Lower	NA
village	village	222120209	Muruku Upper	NA
village	village	222120210	Ngerengere	NA
village	village	222120211	Nyatebe	NA
village	village	222120212	Ojiebu	NA
village	village	222120213	Olalo	NA
village	village	222120214	Sinda East	NA
village	village	222120215	Sinda West	NA
village	village	222120216	Theru	NA
village	village	222120217	Zeguthe	NA
village	village	222120301	Afuthe	NA
village	village	222120302	Alengo	NA
village	village	222120303	Anyu	NA
village	village	222120304	Ayii Guna	NA
village	village	222120305	Ayii West	NA
village	village	222120306	Girubathe	NA
village	village	222120307	Gurupima	NA
village	village	222120308	Kele	NA
village	village	222120309	Lorr Oraa	NA
village	village	222120310	Ngaru	NA
village	village	222120311	Nyapea	NA
village	village	222120312	Obiya	NA
village	village	222120313	Thatha Ville	NA
village	village	222120314	Wiamur	NA
village	village	222120315	Zina East	NA
village	village	222120316	Zina West	NA
village	village	222120401	Angenja	NA
village	village	222120402	Anguru	NA
village	village	222120403	Areju	NA
village	village	222120404	Awia Mungu	NA
village	village	222120405	Ayumbi	NA
village	village	222120406	Menze	NA
village	village	222120407	Ngume	NA
village	village	222120408	Ogonju	NA
village	village	222120409	Ombakali	NA
village	village	222120410	Songoli	NA
village	village	222120411	Thurumbu	NA
village	village	222120501	Amor	NA
village	village	222120502	Amunze	NA
village	village	222120503	Araa Hill	NA
village	village	222120504	Atong	NA
village	village	222120505	Entebbe	NA
village	village	222120506	Giira	NA
village	village	222120507	Katera	NA
village	village	222120508	Molem	NA
village	village	222120509	Olalu	NA
village	village	222120510	Olyeko - Ambe	NA
village	village	222120511	Onyebu	NA
village	village	222120512	Paduba	NA
village	village	222120513	Padyere	NA
village	village	222120514	Panyango	NA
village	village	222120515	Tengo	NA
village	village	222120516	Uyaru Agada Lower	NA
village	village	222120517	Uyaru Agada Upper	NA
village	village	222120518	Zale Centre	NA
village	village	222130101	Abibarem	NA
village	village	222130102	Athuma	NA
village	village	222130103	Cana	NA
village	village	222130104	Cumu	NA
village	village	222130105	Gotlau	NA
village	village	222130106	Gunguru	NA
village	village	222130107	Odaruju	NA
village	village	222130108	Olamkule	NA
village	village	222130109	Otheyolembe	NA
village	village	222130110	Owope	NA
village	village	222130111	Zombo East	NA
village	village	222130201	Abongo	NA
village	village	222130202	Acamukech	NA
village	village	222130203	Aliza	NA
village	village	222130204	Atyenda East	NA
village	village	222130205	Awanya	NA
village	village	222130206	Got - Lajwaya	NA
village	village	222130207	Karombo	NA
village	village	222130208	Mathurumbe	NA
village	village	222130209	Mawa	NA
village	village	222130210	Obimo	NA
village	village	222130211	Oduk	NA
village	village	222130212	Palanyak	NA
village	village	222130213	Zombo West	NA
village	village	222130301	Agure	NA
village	village	222130302	Ambasi	NA
village	village	222130303	Angenja	NA
village	village	222130304	Angule	NA
village	village	222130305	Molujei	NA
village	village	222130306	Okongo	NA
village	village	222130307	Riku	NA
village	village	222130308	Tangala	NA
village	village	223010101	Abanyimalo	NA
village	village	223010102	Abanyiping	NA
village	village	223010103	Acur	NA
village	village	223010104	Anginy	NA
village	village	223010105	Angule A	NA
village	village	223010106	Angule B	NA
village	village	223010107	Apari A	NA
village	village	223010108	Apari B	NA
village	village	223010109	Arwotodong	NA
village	village	223010110	Atugu	NA
village	village	223010111	Awanga	NA
village	village	223010112	Awei	NA
village	village	223010113	Bung	NA
village	village	223010114	Olaipali	NA
village	village	223010115	Onyong	NA
village	village	223010116	Otorongole	NA
village	village	223010201	Abwongdani	NA
village	village	223010202	Agwa	NA
village	village	223010203	Amuda A	NA
village	village	223010204	Amuda B	NA
village	village	223010205	Amuda C	NA
village	village	223010206	Anino Cek	NA
village	village	223010207	Apidyang A	NA
village	village	223010208	Apidyang B	NA
village	village	223010209	Atimnadi	NA
village	village	223010210	Atonga Estate	NA
village	village	223010211	Bar Ocao	NA
village	village	223010212	Bar Onger	NA
village	village	223010213	Olio	NA
village	village	223010214	Omenya A	NA
village	village	223010215	Omenya B	NA
village	village	223010301	Abali	NA
village	village	223010302	Abongorwot A	NA
village	village	223010303	Abongorwot B	NA
village	village	223010304	Acungi A	NA
village	village	223010305	Acungi B	NA
village	village	223010306	Amulo A	NA
village	village	223010307	Amulo B	NA
village	village	223010308	Bar Acut	NA
village	village	223010309	Baracer A	NA
village	village	223010310	Baracer B	NA
village	village	223010311	Omeo	NA
village	village	223010312	Oyere A	NA
village	village	223010313	Oyere B	NA
village	village	223010401	Adagani	NA
village	village	223010402	Aderolongo	NA
village	village	223010403	Ageri	NA
village	village	223010404	Aguri A	NA
village	village	223010405	Aguri B	NA
village	village	223010406	Akali	NA
village	village	223010407	Alango	NA
village	village	223010408	Alel	NA
village	village	223010409	Alira	NA
village	village	223010410	Amido A	NA
village	village	223010411	Amido B	NA
village	village	223010412	Icekeleye	NA
village	village	223010413	Obangangeo	NA
village	village	223010414	Odolobok	NA
village	village	223010415	Odyek-Pe A	NA
village	village	223010416	Odyek-Pe B	NA
village	village	223010417	Ogora	NA
village	village	223010418	Otengoro A	NA
village	village	223010419	Otengoro B	NA
village	village	223010420	Telela Central	NA
village	village	223010421	Telela East	NA
village	village	223010422	Telela West	NA
village	village	223010501	Abedober	NA
village	village	223010502	Agolowelo A	NA
village	village	223010503	Agolowelo B	NA
village	village	223010504	Amorigoga A	NA
village	village	223010505	Amorigoga B	NA
village	village	223010506	Atonga A	NA
village	village	223010507	Atonga B	NA
village	village	223010508	Ayiki A	NA
village	village	223010509	Ayiki B	NA
village	village	223010510	Ocericani	NA
village	village	223010511	Ogwok A	NA
village	village	223010512	Ogwok B	NA
village	village	223010513	Okec A	NA
village	village	223010514	Okec B	NA
village	village	223010515	Olengere A	NA
village	village	223010516	Olengere B	NA
village	village	223020101	Acandek	NA
village	village	223020102	Alebe	NA
village	village	223020103	Alyet	NA
village	village	223020104	Amia A	NA
village	village	223020105	Amia B	NA
village	village	223020106	Amuli	NA
village	village	223020107	Angong	NA
village	village	223020108	Aora	NA
village	village	223020109	Aruma	NA
village	village	223020110	Odeo Bung	NA
village	village	223020111	Odeo Corner	NA
village	village	223020112	Olanyotai	NA
village	village	223020113	Olil	NA
village	village	223020114	Wigweng	NA
village	village	223020201	Adyeda Imalo	NA
village	village	223020202	Anywal	NA
village	village	223020203	Apor Wegi A	NA
village	village	223020204	Apor Wegi B	NA
village	village	223020205	Atakara	NA
village	village	223020301	Akot A	NA
village	village	223020302	Akot B	NA
village	village	223020303	Akwodong A	NA
village	village	223020304	Akwodong B	NA
village	village	223020305	Akwoyo	NA
village	village	223020306	Alira A	NA
village	village	223020307	Alira B	NA
village	village	223020308	Bung A	NA
village	village	223020309	Bung B	NA
village	village	223020310	Bung C	NA
village	village	223020311	Bung D	NA
village	village	223020312	Egum	NA
village	village	223020313	Eling	NA
village	village	223020314	Ogili	NA
village	village	223020315	Oleke	NA
village	village	223020401	Acut	NA
village	village	223020402	Alongomula	NA
village	village	223020403	Angolenyang	NA
village	village	223020404	Apire A	NA
village	village	223020405	Apire Centre	NA
village	village	223020406	Bung Apire	NA
village	village	223020407	Gweri	NA
village	village	223020408	Inyer	NA
village	village	223020409	Ocwali	NA
village	village	223020410	Okwaonywagi	NA
village	village	223020411	Te Opok	NA
village	village	223020501	Abalokweri	NA
village	village	223020502	Abeibuti	NA
village	village	223020503	Abongonyeko	NA
village	village	223020504	Acula	NA
village	village	223020505	Akuni	NA
village	village	223020506	Akwon	NA
village	village	223020507	Alyeli	NA
village	village	223020508	Amwok	NA
village	village	223020509	Anginyi	NA
village	village	223020510	Awanga	NA
village	village	223020511	Ogungu	NA
village	village	223020512	Olwer	NA
village	village	223030101	Akaidebe	NA
village	village	223030102	Igura	NA
village	village	223030103	Ikwera	NA
village	village	223030104	Olami A	NA
village	village	223030105	Olami B	NA
village	village	223030201	Aduku S.s	NA
village	village	223030202	Adyeda T/C	NA
village	village	223030203	Alany	NA
village	village	223030204	Bung Teduka	NA
village	village	223030205	Ogobi	NA
village	village	223030206	Ot Ogole	NA
village	village	223030207	Township	NA
village	village	223030208	Ucc Aduku	NA
village	village	223040101	Adakingo	NA
village	village	223040102	Akongomit	NA
village	village	223040103	Apwori	NA
village	village	223040104	Awei	NA
village	village	223040105	Ayat	NA
village	village	223040106	Bar Oryang	NA
village	village	223040107	Goi	NA
village	village	223040108	Omule	NA
village	village	223040109	Oyikowange	NA
village	village	223040110	Wi Gweng A	NA
village	village	223040111	Wigweng B	NA
village	village	223040201	Abwong	NA
village	village	223040202	Ajar	NA
village	village	223040203	Apolika	NA
village	village	223040204	Arido	NA
village	village	223040205	Awila	NA
village	village	223040206	Imeng	NA
village	village	223040207	Obolocani	NA
village	village	223040208	Okomo	NA
village	village	223040209	Olelpek	NA
village	village	223040210	Te Opok	NA
village	village	223040301	Aboli	NA
village	village	223040302	Adograo	NA
village	village	223040303	Agadi	NA
village	village	223040304	Aguri	NA
village	village	223040305	Agwiciri	NA
village	village	223040306	Alido	NA
village	village	223040307	Aole	NA
village	village	223040308	Arweny	NA
village	village	223040309	Engoro	NA
village	village	223040310	Okwir	NA
village	village	223040401	Acamanumu	NA
village	village	223040402	Akaidebe	NA
village	village	223040403	Amwanga	NA
village	village	223040404	Anamoringo	NA
village	village	223040405	Ayei	NA
village	village	223040406	Bar Adu	NA
village	village	223040407	Bar Mogo	NA
village	village	223040408	Bar Opok	NA
village	village	223040409	Te Ilwa	NA
village	village	223040501	Abapiri	NA
village	village	223040502	Abei	NA
village	village	223040503	Agwa A	NA
village	village	223040504	Agwa B	NA
village	village	223040505	Akukuru	NA
village	village	223040506	Angayiki	NA
village	village	223040507	Atule	NA
village	village	223040508	Awara	NA
village	village	223040509	Omac	NA
village	village	223050101	Abuge	NA
village	village	223050102	Abwoc B	NA
village	village	223050103	Acegi	NA
village	village	223050104	Akolo Momti	NA
village	village	223050105	Alai B	NA
village	village	223050106	Aleko	NA
village	village	223050107	Amambale A	NA
village	village	223050108	Amambale B	NA
village	village	223050109	Baradu	NA
village	village	223050110	Barapwo	NA
village	village	223050111	Bardek	NA
village	village	223050112	Bung	NA
village	village	223050113	Ogobi	NA
village	village	223050201	Adagani	NA
village	village	223050202	Agerinono	NA
village	village	223050203	Alai A	NA
village	village	223050204	Alero	NA
village	village	223050205	Anywal	NA
village	village	223050206	Aoli A	NA
village	village	223050207	Aoli B	NA
village	village	223050208	Apumi	NA
village	village	223050209	Ayegwen	NA
village	village	223050210	Ayito	NA
village	village	223050211	Bar	NA
village	village	223050212	Gee	NA
village	village	223050213	Okwerowilabongo	NA
village	village	223050214	Oteo	NA
village	village	223050301	Acobagweno A	NA
village	village	223050302	Acobagweno B	NA
village	village	223050303	Aginyi	NA
village	village	223050304	Ayera	NA
village	village	223050305	Baranywar	NA
village	village	223050306	Baribu	NA
village	village	223050307	Baropok	NA
village	village	223050308	Bediworo	NA
village	village	223050309	Bung Gudu	NA
village	village	223050310	Jerusalem	NA
village	village	223050311	Lwala A	NA
village	village	223050312	Lwala B	NA
village	village	223050313	Ongica	NA
village	village	223050314	Onyerokima	NA
village	village	223050401	Alam A	NA
village	village	223050402	Alam B	NA
village	village	223050403	Alikengec	NA
village	village	223050404	Alikiping	NA
village	village	223050405	Amonoloco	NA
village	village	223050406	Baretek	NA
village	village	223050407	Barkwac	NA
village	village	223050408	Baropobo	NA
village	village	223050409	Onywalonote	NA
village	village	223050410	Teopok	NA
village	village	223050411	Topeyero	NA
village	village	223050412	Topeyero Masindi	NA
village	village	223050501	Acankumi A	NA
village	village	223050502	Acankumi B	NA
village	village	223050503	Ajobo	NA
village	village	223050504	Akoremor	NA
village	village	223050505	Akutoabwole	NA
village	village	223050506	Akwiaworo	NA
village	village	223050507	Aringokec	NA
village	village	223050508	Awiritoyo	NA
village	village	223050601	Adingdong	NA
village	village	223050602	Alyecjuk	NA
village	village	223050603	Apiremit	NA
village	village	223050604	Aputulwar A	NA
village	village	223050605	Aputulwar B	NA
village	village	223050606	Awanga A	NA
village	village	223050607	Awanga B	NA
village	village	223050608	Bar Lwala A	NA
village	village	223050609	Bar Lwala B	NA
village	village	223050610	Bar Okango	NA
village	village	223060101	Abuli Abula	NA
village	village	223060102	Agwa	NA
village	village	223060103	Amomput	NA
village	village	223060104	Angukai	NA
village	village	223060105	Odalowang	NA
village	village	223060106	Ojengere	NA
village	village	223060107	Okwo  Agwe	NA
village	village	223060108	Omwomo  A	NA
village	village	223060109	Omwono  B	NA
village	village	223060110	Opir	NA
village	village	223060111	Otalimalo	NA
village	village	223060201	Acawo A	NA
village	village	223060202	Acawo B	NA
village	village	223060203	Agengi A	NA
village	village	223060204	Agengi B	NA
village	village	223060205	Agwa	NA
village	village	223060206	Agwei	NA
village	village	223060207	Agwingiri	NA
village	village	223060208	Atuma	NA
village	village	223060209	Bar Akude	NA
village	village	223060210	Bar Atego	NA
village	village	223060211	Bar Mogo	NA
village	village	223060212	Elet	NA
village	village	223060213	Opokopyen	NA
village	village	223060214	Oyima	NA
village	village	223060301	Alengere	NA
village	village	223060302	Angeokoma	NA
village	village	223060303	Ayat  A	NA
village	village	223060304	Ayat  B	NA
village	village	223060305	Emin  A	NA
village	village	223060306	Emin  B	NA
village	village	223060307	Emin  C	NA
village	village	223060308	Emin  D	NA
village	village	223060309	Lwala	NA
village	village	223060310	Openy	NA
village	village	223060311	Oriye  A	NA
village	village	223060312	Oriye  B	NA
village	village	223060313	Te Iligo	NA
village	village	223060401	Abura	NA
village	village	223060402	Aburu	NA
village	village	223060403	Acoko Aola	NA
village	village	223060404	Akaidebe	NA
village	village	223060405	Amok	NA
village	village	223060406	Awaldek	NA
village	village	223060407	Egwor A	NA
village	village	223060408	Egwor B	NA
village	village	223060409	Ilera	NA
village	village	223060410	Okwor	NA
village	village	223060411	Te Oryang	NA
village	village	223060412	Widam	NA
village	village	223060501	Acobanok	NA
village	village	223060502	Abebe	NA
village	village	223060503	Acobatek	NA
village	village	223060504	Adag Lako	NA
village	village	223060505	Alango	NA
village	village	223060506	Alongo Oyeng	NA
village	village	223060507	Atwar  A	NA
village	village	223060508	Atwar  B	NA
village	village	223060509	Ayabi  Ayaba	NA
village	village	223060510	Ayabi T/C	NA
village	village	223060511	Bar Oromo	NA
village	village	223060512	Obalodeo	NA
village	village	223060513	Okwot	NA
village	village	223060601	Adeye A	NA
village	village	223060602	Adeye B	NA
village	village	223060603	Ajengi	NA
village	village	223060604	Amin Ogwang	NA
village	village	223060605	Aromi	NA
village	village	223060606	Atabo Tidi	NA
village	village	223060607	Ayomlwor	NA
village	village	223060608	Barakori	NA
village	village	223060609	Barapwo	NA
village	village	223060610	Bar Bung	NA
village	village	223060611	Odwong	NA
village	village	223060612	Okuc	NA
village	village	223060613	Okik	NA
village	village	223060614	Oyito Yat	NA
village	village	223060615	Widam	NA
village	village	223060701	Aburokango	NA
village	village	223060702	Aburokec	NA
village	village	223060703	Adagwanya	NA
village	village	223060704	Agwengere A	NA
village	village	223060705	Agwengere B	NA
village	village	223060706	Akoko Dako	NA
village	village	223060707	Atanga	NA
village	village	223060708	Atum Zeriko	NA
village	village	223060709	Aweilok	NA
village	village	223060710	Bar Elec	NA
village	village	223060711	Etekiber A	NA
village	village	223060712	Etekiber B	NA
village	village	223060713	Odyedo	NA
village	village	223060714	Wigweng	NA
village	village	223060715	Wii Aduu	NA
village	village	223060801	Agweng	NA
village	village	223060802	Agwila	NA
village	village	223060803	Alac A	NA
village	village	223060804	Alac B	NA
village	village	223060805	Ojwiye	NA
village	village	223060806	Ogwil	NA
village	village	223060807	Ramatama	NA
village	village	223060808	Acamcabo	NA
village	village	223060901	Aculawic	NA
village	village	223060902	Acwao A	NA
village	village	223060903	Acwao B	NA
village	village	223060904	Adarokot	NA
village	village	223060905	Ajwaotio	NA
village	village	223060906	Akuli	NA
village	village	223060907	Angic	NA
village	village	223060908	Bar Apwo	NA
village	village	223060909	Bar Okeny	NA
village	village	223060910	Obalongwen	NA
village	village	223060911	Obalongwen B	NA
village	village	223060912	Ogoti	NA
village	village	223060913	Owinyitenge	NA
village	village	223060914	Owinyitenge B	NA
village	village	223061001	Adagani A	NA
village	village	223061002	Adagani B	NA
village	village	223061003	Akero	NA
village	village	223061004	Alango B	NA
village	village	223061005	Apiibor A	NA
village	village	223061006	Apiibor B	NA
village	village	223061007	Odalowang	NA
village	village	223061008	Punuatar A	NA
village	village	223061009	Punuatar B	NA
village	village	223061010	Punuatar C	NA
district	district	101	Abim	NA
subcounty	subcounty	10101	Abim	NA
subcounty	subcounty	10102	Abim Town Council	NA
subcounty	subcounty	10103	Alerek	NA
subcounty	subcounty	10104	Awach	NA
subcounty	subcounty	10105	Lotukei	NA
subcounty	subcounty	10106	Magamaga	NA
subcounty	subcounty	10107	Morulem	NA
subcounty	subcounty	10108	Nyakwae	NA
