colOrder,variable,uniqueVar,dataFile,keepDiscard,notesForDL,codebookDescription,codebookValues,timeVarying,duplicated,dateTime,flag
3,doc,ext_crypto_cr_diarr_3000::doc,ext_crypto_cr_diarr_3000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
4,hist_bf,ext_crypto_cr_diarr_3000::hist_bf,ext_crypto_cr_diarr_3000,keep,,Baby Feeding (BF) History:," BF code: 1=BM (Breast Milk) only, 2=TM(Top Milk) only, 3=BM + TM, 4=BM + Other, 5=TM + Other, 6=No milk",,duplicated variable,,
9,mucus,ext_crypto_cr_diarr_3000::mucus,ext_crypto_cr_diarr_3000,keep,,Mucus in stool,"1=Yes, 2=No   ",,duplicated variable,,
13,ors,ext_crypto_cr_diarr_3000::ors,ext_crypto_cr_diarr_3000,keep,,Use of ORS,"1=Yes, 2=No   ",,duplicated variable,,
1,pid,ext_crypto_cr_diarr_3000::pid,ext_crypto_cr_diarr_3000,discard,,ID,,,duplicated variable,,
2,site,ext_crypto_cr_diarr_3000::site,ext_crypto_cr_diarr_3000,keep,,Date (Date of visit),,,duplicated variable,,
8,st24hr,ext_crypto_cr_diarr_3000::st24hr,ext_crypto_cr_diarr_3000,keep,,No. diarrheal stools in last 24 hrs,,,duplicated variable,,
6,temp,ext_crypto_cr_diarr_3000::temp,ext_crypto_cr_diarr_3000,keep,,"Temperature (C), measured only when FRA visits the household",99.9=not available,,duplicated variable,,
5,vomi,ext_crypto_cr_diarr_3000::vomi,ext_crypto_cr_diarr_3000,keep,,Vomiting (in no.) (in number),,,duplicated variable,,
14,zinc,ext_crypto_cr_diarr_3000::zinc,ext_crypto_cr_diarr_3000,keep,,Use of Zinc,"1=Yes, 2=No   ",,duplicated variable,,
8,blood,ext_crypto_cr_ds_2000::blood,ext_crypto_cr_ds_2000,keep,,Blood present? (1 = Yes & 2 = No),"1 = Yes, 2 = No",,duplicated variable,,
6,consis,ext_crypto_cr_ds_2000::consis,ext_crypto_cr_ds_2000,keep,,Stool consistency.,"1 = Loose/Soft, 2 = Liquid/Thick Liqiud, 3 =Opaque Watery, 4 = Rice Watery/ Clear Watery",,duplicated variable,,
5,doc,ext_crypto_cr_ds_2000::doc,ext_crypto_cr_ds_2000,keep,,Date of collection .,,,duplicated variable,,
3,dsno,ext_crypto_cr_ds_2000::dsno,ext_crypto_cr_ds_2000,keep,,Sample no,,,duplicated variable,,
7,mucus,ext_crypto_cr_ds_2000::mucus,ext_crypto_cr_ds_2000,keep,,Mucus present? (1 = Yes & 2 = No),"1 = Yes, 2 = No",,duplicated variable,,
1,pid,ext_crypto_cr_ds_2000::pid,ext_crypto_cr_ds_2000,discard,,ID,,,duplicated variable,,
2,site,ext_crypto_cr_ds_2000::site,ext_crypto_cr_ds_2000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
4,specid,ext_crypto_cr_ds_2000::specid,ext_crypto_cr_ds_2000,keep,,Diarrheal stool specimen ID ( Diarrheal stool code =12)  [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ],,,duplicated variable,,
8,blood,ext_crypto_cr_ds_3000::blood,ext_crypto_cr_ds_3000,keep,,Blood present? (1 = Yes & 2 = No),"1 = Yes, 2 = No",,duplicated variable,,
6,consis,ext_crypto_cr_ds_3000::consis,ext_crypto_cr_ds_3000,keep,,Stool consistency.,"1 = Loose/Soft, 2 = Liquid/Thick Liqiud, 3 =Opaque Watery, 4 = Rice Watery/ Clear Watery",,duplicated variable,,
5,doc,ext_crypto_cr_ds_3000::doc,ext_crypto_cr_ds_3000,keep,,Date of collection .,,,duplicated variable,,
3,dsno,ext_crypto_cr_ds_3000::dsno,ext_crypto_cr_ds_3000,keep,,Sample no,,,duplicated variable,,
7,mucus,ext_crypto_cr_ds_3000::mucus,ext_crypto_cr_ds_3000,keep,,Mucus present? (1 = Yes & 2 = No),"1 = Yes, 2 = No",,duplicated variable,,
1,pid,ext_crypto_cr_ds_3000::pid,ext_crypto_cr_ds_3000,discard,,ID,,,duplicated variable,,
2,site,ext_crypto_cr_ds_3000::site,ext_crypto_cr_ds_3000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
4,specid,ext_crypto_cr_ds_3000::specid,ext_crypto_cr_ds_3000,keep,,Diarrheal stool specimen ID ( Diarrheal stool code =12)  [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ],,,duplicated variable,,
3,ga_wks,ext_crypto_cr_ga_3000::ga_wks,ext_crypto_cr_ga_3000,keep,,Gesatational age in weeks,,,,,
1,pid,ext_crypto_cr_ga_3000::pid,ext_crypto_cr_ga_3000,discard,,ID,,,duplicated variable,,
2,site,ext_crypto_cr_ga_3000::site,ext_crypto_cr_ga_3000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
5,arm,ext_crypto_cr_gaa_2000::arm,ext_crypto_cr_gaa_2000,keep,,Arm recoil :,"00 = Remains extended 180 degrees, or random movements,",,duplicated variable,,
12,breast,ext_crypto_cr_gaa_2000::breast,ext_crypto_cr_gaa_2000,keep,,Breast:,"""""""""-1 = Imperceptible,
00 = Barely perceptible,
01 = Flat areola, no bud,
02 = Stippled areola (1-2 mm bud),
03 = Raised areola 3-4 mm bud),
04 = Full areola (5-10 mm bud)""""""""",,,,
2,doi,ext_crypto_cr_gaa_2000::doi,ext_crypto_cr_gaa_2000,keep,,Date of assessment,,,duplicated variable,,
13,eye,ext_crypto_cr_gaa_2000::eye,ext_crypto_cr_gaa_2000,keep,,Eye and ear:,"-2 = Lids fused, tightly,
-1 = Lids fused, loosely,
00 = Lids open, pinna flat, stays folded,
01 = Slightly curved pinna, soft with slow recoil,
02 = Well-curved pinna, soft but ready recoil,
03 = Formed and firm, with instant recoil,
04 = Thick cartilage, ear stiff",,,,
17,g_age,ext_crypto_cr_gaa_2000::g_age,ext_crypto_cr_gaa_2000,keep,,Estimated Gestational Age(Use the table above to find the estimated gestational age (in weeks) based on the score obtained in the assessment.,,,,,
15,gen_female,ext_crypto_cr_gaa_2000::gen_female,ext_crypto_cr_gaa_2000,keep,,"Genitals, female:","""""""""-1 = Clitoris prominent (labia flat),
00 = Prominent clitoris (small labia minora),
01 = Prominent clitoris (enlarging minora),
02 = Majora and minora equally prominent,
03 = Majora large (minora small),
04 = Majora cover clitoris and minora,
99 = NA, the child is male (0 points)",,,,
14,gen_male,ext_crypto_cr_gaa_2000::gen_male,ext_crypto_cr_gaa_2000,keep,,"Genitals, male:","""""""""-1 = Scrotum flat (smooth),
00 = Scrotum empty (faint rugae),
01 = Testes in upper cannal (rare rugae),
02 = Testes descending (few rugae),
03 = Testes down (good rugae),
04 = Testes pendulous (deep rugae),
99 = NA, the child is female (0 points)""""""""",,,,
8,heel,ext_crypto_cr_gaa_2000::heel,ext_crypto_cr_gaa_2000,keep,,"Heel to ear : ( -1, 00, 01, 02,03,04) followed by picture in CRF",,,,,
10,lanugo,ext_crypto_cr_gaa_2000::lanugo,ext_crypto_cr_gaa_2000,keep,,Lanugo:,"1 = None,
00 = Sparse,
01 = Abundant,
02 = Thinning,
03 = Bald areas,
04 = Mostly bald",,,,
1,pid,ext_crypto_cr_gaa_2000::pid,ext_crypto_cr_gaa_2000,discard,,ID,,,duplicated variable,,
11,planter,ext_crypto_cr_gaa_2000::planter,ext_crypto_cr_gaa_2000,keep,,Plantar creases:,"-2 = Heel-toe <40 mm,
-1 = Heel-toe 40-50 mm,
00 = Heel-toe >50 mm (no creases),
01 = Faint red marks,
02 = Anterior transverse crease only,
03 = Creases over anterior 2/3,
04 = Creases over entire sole",,,,
6,pop,ext_crypto_cr_gaa_2000::pop,ext_crypto_cr_gaa_2000,keep,,Popliteal angle:,"""""""""1 = 180 degrees,
00 = 160 degrees,
01 = 140 degrees,
02 = 120 degrees,
03 = 100 degrees,
04 = 90 degrees,
05 = <90 degrees",,,,
3,posture,ext_crypto_cr_gaa_2000::posture,ext_crypto_cr_gaa_2000,keep,,Posture :,"00 = Arms and legs extended, 01 = Slight or moderate flexion of hips and knees, 02 = Moderate to strong flexion of hips and knees, 03 = Legs flexed and abducted, arms slightly flexed, 04 = Full flexion of arms and legs",,,,
7,scarf,ext_crypto_cr_gaa_2000::scarf,ext_crypto_cr_gaa_2000,keep,,Scarf sign:,"-1 = Elbow reaches or nears level of opposite shoulder,
00 = Elbow crosses opposite anterior axillary line,
01 = Elbow reaches opposite anterior axillary line,
02 = Elbow at midline,
03 = Elbow does not reach midline,
04 = Elbow does not cross proximate axillary line",,,,
16,score,ext_crypto_cr_gaa_2000::score,ext_crypto_cr_gaa_2000,keep,,Total Score ( Sum of score from Posture through Genitals),,,duplicated variable,,
9,skin,ext_crypto_cr_gaa_2000::skin,ext_crypto_cr_gaa_2000,keep,,Skin :,"-1 = Sticky, friable, transparent,
00 = Gelatinous red, translucent,
01 = Smooth pink, visible veins,
02 = Superficial peeling and/or rash, few veins,
03 = Cracking, pale areas, rare veins,
04 = Parchment, deep cracking, no vessels.
05 = Leathery, cracked, wrinkled",,,,
4,window,ext_crypto_cr_gaa_2000::window,ext_crypto_cr_gaa_2000,keep,,Square window :,"""""""""-1 = >90 degrees,
00 = 90 degrees,
01 = 60 degrees,
02 = 45 degrees,
03 = 30 degrees,
04 = 0 degrees """"""""
00 = 90 degrees,
01 = 60 degrees,
02 = 45 degrees,
03 = 30 degrees,
04 = 0 degrees",,,,
3,blno,ext_crypto_cr_mbl_2000::blno,ext_crypto_cr_mbl_2000,keep,,Mother blood sample no. (At birth ( + 30 days from birth) =01),,,duplicated variable,,
5,collect,ext_crypto_cr_mbl_2000::collect,ext_crypto_cr_mbl_2000,keep,,Blood collected?,"1 = Yes, 2 = No",,duplicated variable,,
6,doc,ext_crypto_cr_mbl_2000::doc,ext_crypto_cr_mbl_2000,keep,,Date of collection;,09/09/9999 = not collected,,duplicated variable,,
1,pid,ext_crypto_cr_mbl_2000::pid,ext_crypto_cr_mbl_2000,discard,,ID,,,duplicated variable,,
2,site,ext_crypto_cr_mbl_2000::site,ext_crypto_cr_mbl_2000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
4,specid,ext_crypto_cr_mbl_2000::specid,ext_crypto_cr_mbl_2000,keep,,Mother blood sample ID ( Blood code =66) [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ],,,duplicated variable,,
3,blno,ext_crypto_cr_mbl_3000::blno,ext_crypto_cr_mbl_3000,keep,,Mother blood sample no. (At birth ( + 30 days from birth) =01),,,duplicated variable,,
5,collect,ext_crypto_cr_mbl_3000::collect,ext_crypto_cr_mbl_3000,keep,,Blood collected?,"1 = Yes, 2 = No",,duplicated variable,,
6,doc,ext_crypto_cr_mbl_3000::doc,ext_crypto_cr_mbl_3000,keep,,Date of collection;,09/09/9999 = not collected,,duplicated variable,,
1,pid,ext_crypto_cr_mbl_3000::pid,ext_crypto_cr_mbl_3000,discard,,ID,,,duplicated variable,,
2,site,ext_crypto_cr_mbl_3000::site,ext_crypto_cr_mbl_3000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
4,specid,ext_crypto_cr_mbl_3000::specid,ext_crypto_cr_mbl_3000,keep,,Mother blood sample ID ( Blood code =66) [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ],,,duplicated variable,,
3,bmno,ext_crypto_cr_mbm_2000::bmno,ext_crypto_cr_mbm_2000,keep,,Mother Breast Milk sample no:,"At birth ( + 30 days from birth) =01, At 4 months of breast feeding (+7 days) =02",,duplicated variable,,
5,collect,ext_crypto_cr_mbm_2000::collect,ext_crypto_cr_mbm_2000,keep,,Breast milk collected?,"1 = Yes, 2 = No",,duplicated variable,,
6,doc,ext_crypto_cr_mbm_2000::doc,ext_crypto_cr_mbm_2000,keep,,Date of collection,09/09/9999 = not collected,,duplicated variable,,
1,pid,ext_crypto_cr_mbm_2000::pid,ext_crypto_cr_mbm_2000,discard,,ID,,,duplicated variable,,
2,site,ext_crypto_cr_mbm_2000::site,ext_crypto_cr_mbm_2000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
4,specid,ext_crypto_cr_mbm_2000::specid,ext_crypto_cr_mbm_2000,keep,,(Breast milk code = 55) [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ],,,duplicated variable,,
3,bmno,ext_crypto_cr_mbm_3000::bmno,ext_crypto_cr_mbm_3000,keep,,Mother Breast Milk sample no:,"At birth ( + 30 days from birth) =01, At 4 months of breast feeding (+7 days) =02",,duplicated variable,,
5,collect,ext_crypto_cr_mbm_3000::collect,ext_crypto_cr_mbm_3000,keep,,Breast milk collected?,"1 = Yes, 2 = No",,duplicated variable,,
6,doc,ext_crypto_cr_mbm_3000::doc,ext_crypto_cr_mbm_3000,keep,,Date of collection,09/09/9999 = not collected,,duplicated variable,,
1,pid,ext_crypto_cr_mbm_3000::pid,ext_crypto_cr_mbm_3000,discard,,ID,,,duplicated variable,,
2,site,ext_crypto_cr_mbm_3000::site,ext_crypto_cr_mbm_3000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
4,specid,ext_crypto_cr_mbm_3000::specid,ext_crypto_cr_mbm_3000,keep,,(Breast milk code = 55) [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ],,,duplicated variable,,
5,collect,ext_crypto_cr_ms_2000::collect,ext_crypto_cr_ms_2000,keep,,Stool collected?,"1 = Yes, 2 = No",,duplicated variable,,
6,doc,ext_crypto_cr_ms_2000::doc,ext_crypto_cr_ms_2000,keep,,Date of collection," 09/09/9999 = not collected,  08/08/8888 = not collected during COVID-19 pandemic (April 2020 to August 2020)",,duplicated variable,,
3,msno,ext_crypto_cr_ms_2000::msno,ext_crypto_cr_ms_2000,keep,,Sample no,,,duplicated variable,,
1,pid,ext_crypto_cr_ms_2000::pid,ext_crypto_cr_ms_2000,discard,,ID,,,duplicated variable,,
2,site,ext_crypto_cr_ms_2000::site,ext_crypto_cr_ms_2000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
4,specid,ext_crypto_cr_ms_2000::specid,ext_crypto_cr_ms_2000,keep,,Specimen ID ( monthly stool code =10)  [Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ],,,duplicated variable,,
5,collect,ext_crypto_cr_ms_3000::collect,ext_crypto_cr_ms_3000,keep,,Stool collected?,"1 = Yes, 2 = No",,duplicated variable,,
6,doc,ext_crypto_cr_ms_3000::doc,ext_crypto_cr_ms_3000,keep,,Date of collection," 09/09/9999 = not collected,  08/08/8888 = not collected during COVID-19 pandemic (April 2020 to August 2020)",,duplicated variable,,
3,msno,ext_crypto_cr_ms_3000::msno,ext_crypto_cr_ms_3000,keep,,Sample no,,,duplicated variable,,
1,pid,ext_crypto_cr_ms_3000::pid,ext_crypto_cr_ms_3000,discard,,ID,,,duplicated variable,,
2,site,ext_crypto_cr_ms_3000::site,ext_crypto_cr_ms_3000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
4,specid,ext_crypto_cr_ms_3000::specid,ext_crypto_cr_ms_3000,keep,,Specimen ID ( monthly stool code =10)  [Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ],,,duplicated variable,,
5,collect,ext_crypto_cr_msf_3000::collect,ext_crypto_cr_msf_3000,keep,,Stool collected?,"1 = Yes,  2 = No",,duplicated variable,,
6,doc,ext_crypto_cr_msf_3000::doc,ext_crypto_cr_msf_3000,keep,,Date of collection,09/09/9999 = not collected,,duplicated variable,,
3,mosno,ext_crypto_cr_msf_3000::mosno,ext_crypto_cr_msf_3000,keep,,Sample no,,,,,
1,pid,ext_crypto_cr_msf_3000::pid,ext_crypto_cr_msf_3000,discard,,ID,,,duplicated variable,,
2,site,ext_crypto_cr_msf_3000::site,ext_crypto_cr_msf_3000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
4,specid,ext_crypto_cr_msf_3000::specid,ext_crypto_cr_msf_3000,keep,,Specimen ID ( mother stool code =88)  [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ],,,duplicated variable,,
3,doi,ext_crypto_cr_ter_2000::doi,ext_crypto_cr_ter_2000,keep,,Date of Interview,,,duplicated variable,,
5,dtdsc,ext_crypto_cr_ter_2000::dtdsc,ext_crypto_cr_ter_2000,keep,,Date of Study Discontinuation,,,duplicated variable,,
1,pid,ext_crypto_cr_ter_2000::pid,ext_crypto_cr_ter_2000,discard,,ID,,,duplicated variable,,
6,reason,ext_crypto_cr_ter_2000::reason,ext_crypto_cr_ter_2000,keep,,Reason for Discontinuation:,"01 = Research study terminated, 02 = Consent withdrawn/ voluntary withdrawal, 03 = Moved out of study area, 04 = Death of subject, 05 = Mother unreachable for more than 60 days and whereabouts unknown, 06 = Investigator discretion, 07 = Other if other",,duplicated variable,,
2,site,ext_crypto_cr_ter_2000::site,ext_crypto_cr_ter_2000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
4,whom,ext_crypto_cr_ter_2000::whom,ext_crypto_cr_ter_2000,keep,,This form completed for,"1 = Mother, 2 = Infant, 3 = Both",,duplicated variable,,
3,doi,ext_crypto_cr_ter_3000::doi,ext_crypto_cr_ter_3000,keep,,Date of Interview,,,duplicated variable,,
5,dtdsc,ext_crypto_cr_ter_3000::dtdsc,ext_crypto_cr_ter_3000,keep,,Date of Study Discontinuation,,,duplicated variable,,
1,pid,ext_crypto_cr_ter_3000::pid,ext_crypto_cr_ter_3000,discard,,ID,,,duplicated variable,,
6,reason,ext_crypto_cr_ter_3000::reason,ext_crypto_cr_ter_3000,keep,,Reason for Discontinuation:,"01 = Research study terminated, 02 = Consent withdrawn/ voluntary withdrawal, 03 = Moved out of study area, 04 = Death of subject, 05 = Mother unreachable for more than 60 days and whereabouts unknown, 06 = Investigator discretion, 07 = Other if other",,duplicated variable,,
2,site,ext_crypto_cr_ter_3000::site,ext_crypto_cr_ter_3000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
4,whom,ext_crypto_cr_ter_3000::whom,ext_crypto_cr_ter_3000,keep,,This form completed for,"1 = Mother, 2 = Infant, 3 = Both",,duplicated variable,,
7,abnstool,ext_crypto_cscr_2000::abnstool,ext_crypto_cscr_2000,discard,,Baby had not abnormal (frequency and consistency) stools since birth,"1 = Yes, 2 = No, 9 = not applicable",,duplicated variable,,
5,age0_7,ext_crypto_cscr_2000::age0_7,ext_crypto_cscr_2000,discard,,Baby aged 0 to 7 days old,"1 = Yes, 2 = No, 9 = not applicable",,duplicated variable,,
6,bdifects,ext_crypto_cscr_2000::bdifects,ext_crypto_cscr_2000,discard,,Baby does not have obvious congenital abnormalities or birth defects,"1 = Yes, 2 = No, 9 = not applicable",,duplicated variable,,
8,bldrwn,ext_crypto_cscr_2000::bldrwn,ext_crypto_cscr_2000,discard,,Parents are not willing to have child's blood drawn,"1 = Yes, 2 = No",,duplicated variable,,
12,consent,ext_crypto_cscr_2000::consent,ext_crypto_cscr_2000,discard,,Has the mother signed the Consent form?,"1 = Yes, 2 = No, 9 = not applicable",,duplicated variable,,
3,doi,ext_crypto_cscr_2000::doi,ext_crypto_cscr_2000,discard,,Date of Interview,,,duplicated variable,,
11,eligible,ext_crypto_cscr_2000::eligible,ext_crypto_cscr_2000,discard,,Is infant eligible to participate in the study?,"1 = Yes, 2 = No, 9 = NA",,duplicated variable,,
4,participat,ext_crypto_cscr_2000::participat,ext_crypto_cscr_2000,discard,,Is Mother willing to participate in the study for her child?,"1 = Yes, 2 = No",,duplicated variable,,
1,pid,ext_crypto_cscr_2000::pid,ext_crypto_cscr_2000,discard,,ID,,,duplicated variable,,
13,reason,ext_crypto_cscr_2000::reason,ext_crypto_cscr_2000,discard,,"If no, specify the reason for refusal",,,duplicated variable,,
9,seizure,ext_crypto_cscr_2000::seizure,ext_crypto_cscr_2000,discard,,Infant has history of seizures or other apparent neurologic disorders applicable),"1 = Yes, 2 = No, 9 = not applicable",,duplicated variable,,
10,sibling,ext_crypto_cscr_2000::sibling,ext_crypto_cscr_2000,discard,,"Infant has any sibling currently or previously enrolled in the study, including a twin ","1 = Yes, 2 = No, 9 = not applicable",,duplicated variable,,
2,site,ext_crypto_cscr_2000::site,ext_crypto_cscr_2000,discard,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
7,abnstool,ext_crypto_cscr_3000::abnstool,ext_crypto_cscr_3000,discard,,Baby had not abnormal (frequency and consistency) stools since birth,"1 = Yes,  2 = No",,duplicated variable,,
5,age0_7,ext_crypto_cscr_3000::age0_7,ext_crypto_cscr_3000,discard,,Baby aged 0 to 7 days old,"1 = Yes,  2 = No",,duplicated variable,,
6,bdifects,ext_crypto_cscr_3000::bdifects,ext_crypto_cscr_3000,discard,,Baby does not have obvious congenital abnormalities or birth defects,"1 = Yes,  2 = No",,duplicated variable,,
8,bldrwn,ext_crypto_cscr_3000::bldrwn,ext_crypto_cscr_3000,discard,,Parents are not willing to have child's blood drawn,"1 = Yes,  2 = No",,duplicated variable,,
12,consent,ext_crypto_cscr_3000::consent,ext_crypto_cscr_3000,discard,,Has the mother signed the Consent form?,"1 = Yes,  2 = No",,duplicated variable,,
3,doi,ext_crypto_cscr_3000::doi,ext_crypto_cscr_3000,discard,,Date of Interview,,,duplicated variable,,
11,eligible,ext_crypto_cscr_3000::eligible,ext_crypto_cscr_3000,discard,,Is infant eligible to participate in the study?,"1 = Yes,  2 = No",,duplicated variable,,
4,participat,ext_crypto_cscr_3000::participat,ext_crypto_cscr_3000,discard,,Is Mother willing to participate in the study for her child?,"1 = Yes,  2 = No",,duplicated variable,,
1,pid,ext_crypto_cscr_3000::pid,ext_crypto_cscr_3000,discard,,ID,,,duplicated variable,,
13,reason,ext_crypto_cscr_3000::reason,ext_crypto_cscr_3000,discard,,"If no, specify the reason for refusal",,,duplicated variable,,
9,seizure,ext_crypto_cscr_3000::seizure,ext_crypto_cscr_3000,discard,,Infant has history of seizures or other apparent neurologic disorders,"1 = Yes,  2 = No",,duplicated variable,,
10,sibling,ext_crypto_cscr_3000::sibling,ext_crypto_cscr_3000,discard,,"Infant has any sibling currently or previously enrolled in the study, including a twin ","1 = Yes,  2 = No",,duplicated variable,,
