"colOrder","variable","uniqueVar","dataFile","IRI","label","definition","parentLabel","parentIRI","category","codebookDescription","notesForDL","repeated","is_temporal","mergeKey","dataSet","unitLabel","unitIRI","is_featured","hidden","scale","type","defaultDisplayRangeMin","defaultDisplayRangeMax","defaultBinWidth","forceStringType","flag"
2,"site","ext_crypto_cr_ds_2000::site","ext_crypto_cr_ds_2000","","","","","","","Study site","","","","","","","","","","","","","","","",""
4,"specid","ext_crypto_cr_ds_2000::specid","ext_crypto_cr_ds_2000","","","","","","","Diarrheal stool specimen ID ( Diarrheal stool code =12)  [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ]","","","","","","","","","","","","","","","",""
8,"blood","ext_crypto_cr_ds_3000::blood","ext_crypto_cr_ds_3000","","","","","","","Blood present? (1 = Yes & 2 = No)","","","","","","","","","","","","","","","",""
6,"consis","ext_crypto_cr_ds_3000::consis","ext_crypto_cr_ds_3000","","","","","","","Stool consistency.","","","","","","","","","","","","","","","",""
5,"doc","ext_crypto_cr_ds_3000::doc","ext_crypto_cr_ds_3000","","","","","","","Date of collection .","","","","","","","","","","","","","","","",""
3,"dsno","ext_crypto_cr_ds_3000::dsno","ext_crypto_cr_ds_3000","","","","","","","Sample no","","","","","","","","","","","","","","","",""
7,"mucus","ext_crypto_cr_ds_3000::mucus","ext_crypto_cr_ds_3000","","","","","","","Mucus present? (1 = Yes & 2 = No)","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cr_ds_3000::site","ext_crypto_cr_ds_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
4,"specid","ext_crypto_cr_ds_3000::specid","ext_crypto_cr_ds_3000","","","","","","","Diarrheal stool specimen ID ( Diarrheal stool code =12)  [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ]","","","","","","","","","","","","","","","",""
3,"ga_wks","ext_crypto_cr_ga_3000::ga_wks","ext_crypto_cr_ga_3000","","","","","","","Gesatational age in weeks","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cr_ga_3000::site","ext_crypto_cr_ga_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
5,"arm","ext_crypto_cr_gaa_2000::arm","ext_crypto_cr_gaa_2000","","","","","","","Arm recoil :","","","","","","","","","","","","","","","",""
12,"breast","ext_crypto_cr_gaa_2000::breast","ext_crypto_cr_gaa_2000","","","","","","","Breast:","","","","","","","","","","","","","","","",""
2,"doi","ext_crypto_cr_gaa_2000::doi","ext_crypto_cr_gaa_2000","","","","","","","Date of assessment","","","","","","","","","","","","","","","",""
13,"eye","ext_crypto_cr_gaa_2000::eye","ext_crypto_cr_gaa_2000","","","","","","","Eye and ear:","","","","","","","","","","","","","","","",""
17,"g_age","ext_crypto_cr_gaa_2000::g_age","ext_crypto_cr_gaa_2000","","","","","","","Estimated Gestational Age(Use the table above to find the estimated gestational age (in weeks) based on the score obtained in the assessment.","","","","","","","","","","","","","","","",""
15,"gen_female","ext_crypto_cr_gaa_2000::gen_female","ext_crypto_cr_gaa_2000","","","","","","","Genitals, female:","","","","","","","","","","","","","","","",""
14,"gen_male","ext_crypto_cr_gaa_2000::gen_male","ext_crypto_cr_gaa_2000","","","","","","","Genitals, male:","","","","","","","","","","","","","","","",""
8,"heel","ext_crypto_cr_gaa_2000::heel","ext_crypto_cr_gaa_2000","","","","","","","Heel to ear : ( -1, 00, 01, 02,03,04) followed by picture in CRF","","","","","","","","","","","","","","","",""
10,"lanugo","ext_crypto_cr_gaa_2000::lanugo","ext_crypto_cr_gaa_2000","","","","","","","Lanugo:","","","","","","","","","","","","","","","",""
11,"planter","ext_crypto_cr_gaa_2000::planter","ext_crypto_cr_gaa_2000","","","","","","","Plantar creases:","","","","","","","","","","","","","","","",""
6,"pop","ext_crypto_cr_gaa_2000::pop","ext_crypto_cr_gaa_2000","","","","","","","Popliteal angle:","","","","","","","","","","","","","","","",""
3,"posture","ext_crypto_cr_gaa_2000::posture","ext_crypto_cr_gaa_2000","","","","","","","Posture :","","","","","","","","","","","","","","","",""
7,"scarf","ext_crypto_cr_gaa_2000::scarf","ext_crypto_cr_gaa_2000","","","","","","","Scarf sign:","","","","","","","","","","","","","","","",""
16,"score","ext_crypto_cr_gaa_2000::score","ext_crypto_cr_gaa_2000","","","","","","","Total Score ( Sum of score from Posture through Genitals)","","","","","","","","","","","","","","","",""
9,"skin","ext_crypto_cr_gaa_2000::skin","ext_crypto_cr_gaa_2000","","","","","","","Skin :","","","","","","","","","","","","","","","",""
4,"window","ext_crypto_cr_gaa_2000::window","ext_crypto_cr_gaa_2000","","","","","","","Square window :","","","","","","","","","","","","","","","",""
3,"blno","ext_crypto_cr_mbl_2000::blno","ext_crypto_cr_mbl_2000","","","","","","","Mother blood sample no. (At birth ( + 30 days from birth) =01)","","","","","","","","","","","","","","","",""
5,"collect","ext_crypto_cr_mbl_2000::collect","ext_crypto_cr_mbl_2000","","","","","","","Blood collected?","","","","","","","","","","","","","","","",""
6,"doc","ext_crypto_cr_mbl_2000::doc","ext_crypto_cr_mbl_2000","","","","","","","Date of collection;","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cr_mbl_2000::site","ext_crypto_cr_mbl_2000","","","","","","","Study site","","","","","","","","","","","","","","","",""
4,"specid","ext_crypto_cr_mbl_2000::specid","ext_crypto_cr_mbl_2000","","","","","","","Mother blood sample ID ( Blood code =66) [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ]","","","","","","","","","","","","","","","",""
3,"blno","ext_crypto_cr_mbl_3000::blno","ext_crypto_cr_mbl_3000","","","","","","","Mother blood sample no. (At birth ( + 30 days from birth) =01)","","","","","","","","","","","","","","","",""
5,"collect","ext_crypto_cr_mbl_3000::collect","ext_crypto_cr_mbl_3000","","","","","","","Blood collected?","","","","","","","","","","","","","","","",""
6,"doc","ext_crypto_cr_mbl_3000::doc","ext_crypto_cr_mbl_3000","","","","","","","Date of collection;","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cr_mbl_3000::site","ext_crypto_cr_mbl_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
4,"specid","ext_crypto_cr_mbl_3000::specid","ext_crypto_cr_mbl_3000","","","","","","","Mother blood sample ID ( Blood code =66) [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ]","","","","","","","","","","","","","","","",""
3,"bmno","ext_crypto_cr_mbm_2000::bmno","ext_crypto_cr_mbm_2000","","","","","","","Mother Breast Milk sample no:","","","","","","","","","","","","","","","",""
5,"collect","ext_crypto_cr_mbm_2000::collect","ext_crypto_cr_mbm_2000","","","","","","","Breast milk collected?","","","","","","","","","","","","","","","",""
6,"doc","ext_crypto_cr_mbm_2000::doc","ext_crypto_cr_mbm_2000","","","","","","","Date of collection","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cr_mbm_2000::site","ext_crypto_cr_mbm_2000","","","","","","","Study site","","","","","","","","","","","","","","","",""
4,"specid","ext_crypto_cr_mbm_2000::specid","ext_crypto_cr_mbm_2000","","","","","","","(Breast milk code = 55) [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ]","","","","","","","","","","","","","","","",""
3,"bmno","ext_crypto_cr_mbm_3000::bmno","ext_crypto_cr_mbm_3000","","","","","","","Mother Breast Milk sample no:","","","","","","","","","","","","","","","",""
5,"collect","ext_crypto_cr_mbm_3000::collect","ext_crypto_cr_mbm_3000","","","","","","","Breast milk collected?","","","","","","","","","","","","","","","",""
6,"doc","ext_crypto_cr_mbm_3000::doc","ext_crypto_cr_mbm_3000","","","","","","","Date of collection","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cr_mbm_3000::site","ext_crypto_cr_mbm_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
4,"specid","ext_crypto_cr_mbm_3000::specid","ext_crypto_cr_mbm_3000","","","","","","","(Breast milk code = 55) [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ]","","","","","","","","","","","","","","","",""
5,"collect","ext_crypto_cr_ms_2000::collect","ext_crypto_cr_ms_2000","","","","","","","Stool collected?","","","","","","","","","","","","","","","",""
6,"doc","ext_crypto_cr_ms_2000::doc","ext_crypto_cr_ms_2000","","","","","","","Date of collection","","","","","","","","","","","","","","","",""
3,"msno","ext_crypto_cr_ms_2000::msno","ext_crypto_cr_ms_2000","","","","","","","Sample no","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cr_ms_2000::site","ext_crypto_cr_ms_2000","","","","","","","Study site","","","","","","","","","","","","","","","",""
4,"specid","ext_crypto_cr_ms_2000::specid","ext_crypto_cr_ms_2000","","","","","","","Specimen ID ( monthly stool code =10)  [Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ]","","","","","","","","","","","","","","","",""
5,"collect","ext_crypto_cr_ms_3000::collect","ext_crypto_cr_ms_3000","","","","","","","Stool collected?","","","","","","","","","","","","","","","",""
6,"doc","ext_crypto_cr_ms_3000::doc","ext_crypto_cr_ms_3000","","","","","","","Date of collection","","","","","","","","","","","","","","","",""
3,"msno","ext_crypto_cr_ms_3000::msno","ext_crypto_cr_ms_3000","","","","","","","Sample no","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cr_ms_3000::site","ext_crypto_cr_ms_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
4,"specid","ext_crypto_cr_ms_3000::specid","ext_crypto_cr_ms_3000","","","","","","","Specimen ID ( monthly stool code =10)  [Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ]","","","","","","","","","","","","","","","",""
5,"collect","ext_crypto_cr_msf_3000::collect","ext_crypto_cr_msf_3000","","","","","","","Stool collected?","","","","","","","","","","","","","","","",""
6,"doc","ext_crypto_cr_msf_3000::doc","ext_crypto_cr_msf_3000","","","","","","","Date of collection","","","","","","","","","","","","","","","",""
3,"mosno","ext_crypto_cr_msf_3000::mosno","ext_crypto_cr_msf_3000","","","","","","","Sample no","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cr_msf_3000::site","ext_crypto_cr_msf_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
4,"specid","ext_crypto_cr_msf_3000::specid","ext_crypto_cr_msf_3000","","","","","","","Specimen ID ( mother stool code =88)  [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ]","","","","","","","","","","","","","","","",""
3,"doi","ext_crypto_cr_ter_2000::doi","ext_crypto_cr_ter_2000","","","","","","","Date of Interview","","","","","","","","","","","","","","","",""
5,"dtdsc","ext_crypto_cr_ter_2000::dtdsc","ext_crypto_cr_ter_2000","","","","","","","Date of Study Discontinuation","","","","","","","","","","","","","","","",""
6,"reason","ext_crypto_cr_ter_2000::reason","ext_crypto_cr_ter_2000","","","","","","","Reason for Discontinuation:","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cr_ter_2000::site","ext_crypto_cr_ter_2000","","","","","","","Study site","","","","","","","","","","","","","","","",""
4,"whom","ext_crypto_cr_ter_2000::whom","ext_crypto_cr_ter_2000","","","","","","","This form completed for","","","","","","","","","","","","","","","",""
3,"doi","ext_crypto_cr_ter_3000::doi","ext_crypto_cr_ter_3000","","","","","","","Date of Interview","","","","","","","","","","","","","","","",""
5,"dtdsc","ext_crypto_cr_ter_3000::dtdsc","ext_crypto_cr_ter_3000","","","","","","","Date of Study Discontinuation","","","","","","","","","","","","","","","",""
6,"reason","ext_crypto_cr_ter_3000::reason","ext_crypto_cr_ter_3000","","","","","","","Reason for Discontinuation:","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cr_ter_3000::site","ext_crypto_cr_ter_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
4,"whom","ext_crypto_cr_ter_3000::whom","ext_crypto_cr_ter_3000","","","","","","","This form completed for","","","","","","","","","","","","","","","",""
9,"seizure","ext_crypto_cscr_2000::seizure","ext_crypto_cscr_2000","","","","","","","Infant has history of seizures or other apparent neurologic disorders applicable)","","","","","","","","","","","","","","","",""
10,"sibling","ext_crypto_cscr_2000::sibling","ext_crypto_cscr_2000","","","","","","","Infant has any sibling currently or previously enrolled in the study, including a twin ","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cscr_2000::site","ext_crypto_cscr_2000","","","","","","","Study site","","","","","","","","","","","","","","","",""
9,"seizure","ext_crypto_cscr_3000::seizure","ext_crypto_cscr_3000","","","","","","","Infant has history of seizures or other apparent neurologic disorders","","","","","","","","","","","","","","","",""
10,"sibling","ext_crypto_cscr_3000::sibling","ext_crypto_cscr_3000","","","","","","","Infant has any sibling currently or previously enrolled in the study, including a twin ","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cscr_3000::site","ext_crypto_cscr_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
6,"cryctrt","ext_crypto_ds_rt_2000::cryctrt","ext_crypto_ds_rt_2000","","","","","","","Cryptosporidium Real time PCR value. Positive value is Cryctrt>0.0","","","","","","","","","","","","","","","",""
5,"doc","ext_crypto_ds_rt_2000::doc","ext_crypto_ds_rt_2000","","","","","","","Date of collection","","","","","","","","","","","","","","","",""
3,"dsno","ext_crypto_ds_rt_2000::dsno","ext_crypto_ds_rt_2000","","","","","","","Sample no","","","","","","","","","","","","","","","",""
7,"ehctrt","ext_crypto_ds_rt_2000::ehctrt","ext_crypto_ds_rt_2000","","","","","","","E.Histolitica Real time PCR value. Positive value is Cryctrt>0.0","","","","","","","","","","","","","","","",""
8,"giactrt","ext_crypto_ds_rt_2000::giactrt","ext_crypto_ds_rt_2000","","","","","","","Giardia Real time PCR value. Positive value is Cryctrt>0.0","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_ds_rt_2000::site","ext_crypto_ds_rt_2000","","","","","","","Study site","","","","","","","","","","","","","","","",""
4,"specid","ext_crypto_ds_rt_2000::specid","ext_crypto_ds_rt_2000","","","","","","","Diarrheal stool specimen ID ( Diarrheal stool code =12)  [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ]","","","","","","","","","","","","","","","",""
6,"cryctrt","ext_crypto_ds_rt_3000::cryctrt","ext_crypto_ds_rt_3000","","","","","","","Cryptosporidium Real time PCR value. Positive value is Cryctrt>0.0","","","","","","","","","","","","","","","",""
5,"doc","ext_crypto_ds_rt_3000::doc","ext_crypto_ds_rt_3000","","","","","","","Date of collection","","","","","","","","","","","","","","","",""
3,"dsno","ext_crypto_ds_rt_3000::dsno","ext_crypto_ds_rt_3000","","","","","","","Sample no 01,02,03","","","","","","","","","","","","","","","",""
7,"ehctrt","ext_crypto_ds_rt_3000::ehctrt","ext_crypto_ds_rt_3000","","","","","","","E.Histolitica Real time PCR value. Positive value is Cryctrt>0.0","","","","","","","","","","","","","","","",""
8,"giactrt","ext_crypto_ds_rt_3000::giactrt","ext_crypto_ds_rt_3000","","","","","","","Giardia Real time PCR value. Positive value is Cryctrt>0.0","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_ds_rt_3000::site","ext_crypto_ds_rt_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
4,"specid","ext_crypto_ds_rt_3000::specid","ext_crypto_ds_rt_3000","","","","","","","Diarrheal stool specimen ID ( Diarrheal stool code =12)                                           [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ]","","","","","","","","","","","","","","","",""
